review_id,source_file_id,record_id,domain,language_form,raw_input,normalized_input,intent,operation_class,expected_behavior,execution_allowed,quality_score,duplicate_group,contradiction_group,language_naturalness,intent_correct,entities_correct,accounting_correct,safety_correct,reviewer_correction,reviewer_notes,reviewer_name,reviewed_at,review_status,review_decision,machine_precheck,machine_precheck_notes
HR-00411,0002,NORM.0002.0008,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00412,0002,NORM.0002.0009,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00413,0002,NORM.0002.0020,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00414,0002,NORM.0002.0025,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00415,0002,NORM.0002.0037,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00416,0003,NORM.0003.0014,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00417,0003,NORM.0003.0035,,mixed,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00418,0003,NORM.0003.0041,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00419,0003,NORM.0003.0045,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00420,0004,NORM.0004.0005,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00421,0004,NORM.0004.0016,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00422,0004,NORM.0004.0027,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00423,0004,NORM.0004.0028,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00424,0004,NORM.0004.0030,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00425,0004,NORM.0004.0031,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00426,0004,NORM.0004.0035,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00427,0004,NORM.0004.0040,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00428,0004,NORM.0004.0063,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00429,0004,NORM.0004.0064,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00430,0005,NORM.0005.0006,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00431,0005,NORM.0005.0011,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00432,0005,NORM.0005.0021,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00433,0005,NORM.0005.0055,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00434,0005,NORM.0005.0057,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00435,0005,NORM.0005.0062,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00436,0005,NORM.0005.0067,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00437,0005,NORM.0005.0070,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00438,0006,NORM.0006.0049,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00439,0007,NORM.0007.0001,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00440,0008,NORM.0008.0027,,mixed,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00441,0008,NORM.0008.0084,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00442,0009,NORM.0009.0018,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00443,0009,NORM.0009.0020,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00444,0009,NORM.0009.0057,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00445,0009,NORM.0009.0058,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00446,0009,NORM.0009.0077,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00447,0010,NORM.0010.0002,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00448,0010,NORM.0010.0016,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00449,0011,NORM.0011.0001,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00450,0011,NORM.0011.0003,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00451,0011,NORM.0011.0012,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00452,0011,NORM.0011.0017,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00453,0011,NORM.0011.0018,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00454,0011,NORM.0011.0029,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00455,0011,NORM.0011.0039,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00456,0011,NORM.0011.0055,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00457,0011,NORM.0011.0056,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00458,0011,NORM.0011.0059,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00459,0011,NORM.0011.0060,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00460,0011,NORM.0011.0062,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00461,0011,NORM.0011.0065,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00462,0011,NORM.0011.0067,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00463,0011,NORM.0011.0074,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00464,0011,NORM.0011.0075,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00465,0011,NORM.0011.0077,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00466,0012,NORM.0012.0001,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00467,0012,NORM.0012.0016,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00468,0012,NORM.0012.0040,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00469,0012,NORM.0012.0051,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00470,0012,NORM.0012.0052,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00471,0013,NORM.0013.0067,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00472,0013,NORM.0013.0069,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00473,0013,NORM.0013.0073,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00474,0013,NORM.0013.0080,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00475,0013,NORM.0013.0082,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00476,0013,NORM.0013.0084,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00477,0014,NORM.0014.0003,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00478,0014,NORM.0014.0008,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00479,0014,NORM.0014.0048,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00480,0014,NORM.0014.0058,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00481,0014,NORM.0014.0064,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00482,0014,NORM.0014.0066,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00483,0014,NORM.0014.0078,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00484,0015,NORM.0015.0018,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00485,0015,NORM.0015.0023,,mixed,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00486,0015,NORM.0015.0024,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00487,0015,NORM.0015.0041,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00488,0015,NORM.0015.0056,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00489,0015,NORM.0015.0060,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00490,0015,NORM.0015.0063,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00491,0015,NORM.0015.0068,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00492,0015,NORM.0015.0073,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00493,0015,NORM.0015.0091,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00494,0016,NORM.0016.0002,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00495,0016,NORM.0016.0039,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00496,0016,NORM.0016.0062,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00497,0016,NORM.0016.0078,,mixed,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00498,0016,NORM.0016.0083,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00499,0017,NORM.0017.0031,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00500,0017,NORM.0017.0034,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00501,0018,NORM.0018.0008,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
HR-00502,0020,NORM.0020.0012,,romanized_nepali,,,,,,False,0.8875,,,,,,,pass_structural,,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,,pending_human_after_machine_precheck,,structural_ok_pending_human,execution_allowed=false; language/accounting fields left for human reviewer
