review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-477cd72315e6,Customer Hari Krishna paid by bank transfer yesterday (name case 2),Hari,,,,,,
V3R-4784d99875be,hijo ko lekheko entry check gara,lekheko,,,,,,
V3R-478e765dc5fd,Do not mutate protected token ACC-SYN-100200-R042 inside the posting draft case 42 (synthetic account token),ACC-SYN-100200-R042,,,,,,
V3R-4804c0d0e660,Sync failed for creditnote queue — retry after backup,creditnote,,,,,,
V3R-48fee7da1af1,aaja row ko hisab milaaidim ra baaki clear gara,row,,,,,,
V3R-496949f21b3d,branch ledger: closing entry ra sanga baaki milaaune,sanga,,,,,,
V3R-496bf4368c45,review shared surface txn in mixed shop note before close,txn,,,,,,
V3R-496ceff1c087,hijo ko khata entry check gara,khata,,,,,,
V3R-49cb5266d8d8,Enter KPI code in the tax panel without Devanagari rewrite (acr case 20),KPI,,,,,,
V3R-4a2d4a4d5f9c,The receipt status must remain pending until confirm,receipt,,,,,,
V3R-4a6c58f0a8bc,sakcha ra paisa mismatch bhayo,sakcha,,,,,,
V3R-4a6f99010ef0,bhatta ra paisa mismatch bhayo,bhatta,,,,,,
V3R-4a74b5894153,alignment challenge 24: keep surface [kharcha baaki] intact (nbsp),kharcha baaki,,,,,,
V3R-4ac2ca31a30f,Accounting staff asked about backup settings in Ask MokXya,backup,,,,,,
V3R-4ad94f330814,Please open the posted module and export the report,posted,,,,,,
V3R-4b1f19fc50aa,chha ra paisa mismatch bhayo,chha,,,,,,
V3R-4b52f2bc159d,Enter TCS code in the tax panel without Devanagari rewrite (acr case 3),TCS,,,,,,
V3R-4b5a507bd1bc,please hamro update gardinu,hamro,,,,,,
V3R-4b70e86b745d,check list once before posting — context unclear,list,,,,,,
V3R-4ba526666d42,branch ledger: opening entry ra bata baaki milaaune,opening,,,,,,
V3R-4bf85a76ff09,tyasari ra paisa mismatch bhayo,tyasari,,,,,,
V3R-4c0a136dc661,Please update the pricelist field in the English settings panel,pricelist,,,,,,
V3R-4c1b380ef9a8,Enter SKU code in the tax panel without Devanagari rewrite (acr case 42),SKU,,,,,,
V3R-4c20149f5a35,aaja form ko hisab milaaidim ra baaki clear gara,form,,,,,,
V3R-4c3e67729b19,review shared surface deal in mixed shop note before close,deal,,,,,,
V3R-4c47517fcfe5,aaja rupiya hisab milaaidim please,rupiya,,,,,,
V3R-4ca5887b11b6,aaja copy ko hisab milaaidim ra baaki clear gara,copy,,,,,,
V3R-4cb44f59dacf,Please open the invoice module and export the report,invoice,,,,,,
V3R-4d593e4f4965,Do not mutate protected token EMAIL-user.syn@example.test-R045 inside the posting draft case 45 (synthetic email token),EMAIL-user.syn@example.test-R045,,,,,,
V3R-4d93a0b89689,voucher ra paisa mismatch bhayo,voucher,,,,,,
V3R-4dd41d012211,aaja post ko hisab milaaidim ra baaki clear gara,post,,,,,,
V3R-4df79c8a98ae,bholi samma bill baaki clear garnu,bill,,,,,,
V3R-4e32a4edd910,Sync failed for USD queue — retry after backup,USD,,,,,,
V3R-4e33c95f5cf9,Please update the note field in the English settings panel,note,,,,,,
V3R-4efcbe39a112,Please open the total module and export the report,total,,,,,,
V3R-4fa1278c34e7,aaja agenda ko hisab milaaidim ra baaki clear gara,agenda,,,,,,
V3R-506195ba8a8b,Do not mutate protected token EMAIL-user.syn@example.test-R095 inside the posting draft case 95 (synthetic email token),EMAIL-user.syn@example.test-R095,,,,,,
V3R-50a66adb514d,check download once before posting — context unclear,download,,,,,,
V3R-50c3bd883ee9,maybe key means English UI or Romanized Nepali — reviewer must decide (case 35),key,,,,,,
V3R-50d6da41db42,branch ledger: module entry ra aayo baaki milaaune,aayo,,,,,,
V3R-515030c19ad4,aaja table ko hisab milaaidim ra baaki clear gara,table,,,,,,
V3R-516e2677baa7,Accounting staff asked about po settings in Ask MokXya,po,,,,,,
V3R-518574f4faca,check search once before posting — context unclear,search,,,,,,
V3R-518ca27c3eb2,malik ji dherai report pathaunuhos,dherai,,,,,,
V3R-51f32fa14287,Do not transliterate the word interest in this English sentence,interest,,,,,,
V3R-52422f370f35,review shared surface imei in mixed shop note before close,imei,,,,,,
V3R-5243452f2b74,aaja rate ko hisab milaaidim ra baaki clear gara,rate,,,,,,
V3R-5278b2f2530c,Accounting staff asked about confirm settings in Ask MokXya,confirm,,,,,,
V3R-53633a065f7f,check cap once before posting — context unclear,cap,,,,,,
V3R-53c17a74de1e,hijo ko thiyo entry check gara,thiyo,,,,,,
V3R-541b1eca72db,grahak le phone bare sodheko cha,phone,,,,,,
V3R-549fe04cbdc6,Do not mutate protected token ACC-SYN-100200-R052 inside the posting draft case 52 (synthetic account token),ACC-SYN-100200-R052,,,,,,
V3R-54bcf44818f5,Please update the bank field in the English settings panel,bank,,,,,,
V3R-5561235a8bef,Please update the mail field in the English settings panel,mail,,,,,,
V3R-55a8a142a095,Please update the scan field in the English settings panel,scan,,,,,,
V3R-55af7032859d,Please update the code field in the English settings panel,code,,,,,,
V3R-55dab2fa123e,aaja bank hisab milaaidim please,bank,,,,,,
V3R-56181563ea8e,Filter by monthly then print the ledger summary,monthly,,,,,,
V3R-561f83590619,branch ledger: godown entry ra bhayo baaki milaaune,godown,,,,,,
V3R-56a77202ddfd,check catalogue once before posting — context unclear,catalogue,,,,,,
V3R-56d5d75810a4,bholi samma samma baaki clear garnu,samma,,,,,,
V3R-5715d8613280,aaja book ko hisab milaaidim ra baaki clear gara,book,,,,,,
V3R-576d4426baa3,Do not mutate protected token PAN-A1B2C3D4E5-R060 inside the posting draft case 60 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R060,,,,,,
V3R-57a5402993ff,aaja policy ko hisab milaaidim ra baaki clear gara,policy,,,,,,
V3R-57a61d9dd89c,alignment challenge 12: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-57a646a13afb,Do not transliterate the word grandtotal in this English sentence,grandtotal,,,,,,
V3R-57b9e8806b57,Create a draft kpi and leave it unposted,kpi,,,,,,
V3R-5810775177ce,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,,,,,,
V3R-581099787bae,aaja match ko hisab milaaidim ra baaki clear gara,match,,,,,,
V3R-582da26236ff,check agenda once before posting — context unclear,agenda,,,,,,
V3R-58b060eb9b81,Enter SKU code in the tax panel without Devanagari rewrite (acr case 12),SKU,,,,,,
V3R-58c9fc44d1d7,grahak le khata bare sodheko cha,khata,,,,,,
V3R-58e69ca3d3c2,Do not mutate protected token IMEI-356938035643809-R058 inside the posting draft case 58 (synthetic device id),IMEI-356938035643809-R058,,,,,,
V3R-5947d5be6de8,grahak le talab bare sodheko cha,talab,,,,,,
V3R-59aa373657d7,maybe gate means English UI or Romanized Nepali — reviewer must decide (case 37),gate,,,,,,
V3R-59ed8d02c366,Customer Sunita Magar paid by bank transfer yesterday (name case 32),Sunita,,,,,,
V3R-5ac0d9377053,Please update the table field in the English settings panel,table,,,,,,
V3R-5ac53dfe2965,please jaanu update gardinu,jaanu,,,,,,
V3R-5b30d6cc1db8,branch ledger: contractor entry ra chha baaki milaaune,chha,,,,,,
V3R-5c496cb0b2df,check share once before posting — context unclear,share,,,,,,
V3R-5c5a26b8409b,branch ledger: capital entry ra bechyo baaki milaaune,bechyo,,,,,,
V3R-5d0ba243bdd2,Sync failed for serial queue — retry after backup,serial,,,,,,
V3R-5d1a69884288,malik ji kasari report pathaunuhos,kasari,,,,,,
V3R-5d23c209f0f8,Do not mutate protected token INV-SYN-9001-R023 inside the posting draft case 23 (synthetic invoice token),INV-SYN-9001-R023,,,,,,
V3R-5d87b0a269dd,aaja gareko hisab milaaidim please,gareko,,,,,,
V3R-5d979141a46e,branch ledger: ledger entry ra bihana baaki milaaune,bihana,,,,,,
V3R-5e443b49989b,yo basnu last week ko ho,basnu,,,,,,
V3R-5e4b07b57748,alignment challenge 9: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-5e6836a3116c,Customer Mina Shrestha paid by bank transfer yesterday (name case 9),Mina,,,,,,
V3R-5e97396b1ca7,check lot once before posting — context unclear,lot,,,,,,
V3R-5ec931ce5a83,yo hijo last week ko ho,hijo,,,,,,
V3R-5eeec2c952c0,aaja bhayo hisab milaaidim please,bhayo,,,,,,
V3R-5ef0a8c5dff9,Create a draft charge and leave it unposted,charge,,,,,,
V3R-5fa56517b14e,maybe pass means English UI or Romanized Nepali — reviewer must decide (case 38),pass,,,,,,
V3R-5fee173e06ba,check status once before posting — context unclear,status,,,,,,
V3R-604beab858f4,Customer Laxmi Pandey paid by bank transfer yesterday (name case 40),Laxmi,,,,,,
V3R-60b065b21a2f,check error once before posting — context unclear,error,,,,,,
V3R-60bd55c4f602,Keep income as Latin identity for the ERP toolbar label,income,,,,,,
V3R-60be8291e251,review shared surface rrn in mixed shop note before close,rrn,,,,,,
V3R-60cc2973939a,aaja jaanu hisab milaaidim please,jaanu,,,,,,
V3R-6123245471e2,Please update the passbook field in the English settings panel,passbook,,,,,,
V3R-61283a89a6e9,Filter by gateway then print the ledger summary,gateway,,,,,,
V3R-614abaf757fc,branch ledger: sync entry ra ramro baaki milaaune,sync,,,,,,
V3R-61799648e56f,Enter Q4 code in the tax panel without Devanagari rewrite (acr case 41),Q4,,,,,,
V3R-6235b9c3bdd9,hijo ko aaunu entry check gara,aaunu,,,,,,
V3R-62384b7aa8e0,Please update the menu field in the English settings panel,menu,,,,,,
V3R-6312f5280b44,malik ji tara report pathaunuhos,tara,,,,,,
V3R-633a633a965a,Do not mutate protected token ACC-SYN-100200-R072 inside the posting draft case 72 (synthetic account token),ACC-SYN-100200-R072,,,,,,
V3R-633aa9898573,Filter by password then print the ledger summary,password,,,,,,
V3R-6355fec49ed9,Please update the error field in the English settings panel,error,,,,,,
V3R-6398889de543,aaja floor ko hisab milaaidim ra baaki clear gara,floor,,,,,,
V3R-63c30ce88f61,Please update the condition field in the English settings panel,condition,,,,,,
V3R-63d180995825,aaja notice ko hisab milaaidim ra baaki clear gara,notice,,,,,,
V3R-64015c593e89,branch ledger: credit entry ra hapta baaki milaaune,credit,,,,,,
V3R-644d7dcc0b7b,grahak le suneeko bare sodheko cha,suneeko,,,,,,
V3R-6453ccd111cd,yo pathau last week ko ho,pathau,,,,,,
V3R-64798ddbd809,Customer Bikash Thapa paid by bank transfer yesterday (name case 54),Bikash,,,,,,
V3R-65c910abca3f,yo tyasari last week ko ho,tyasari,,,,,,
V3R-662c1caf0973,Customer Kabita Limbu paid by bank transfer yesterday (name case 36),Kabita,,,,,,
V3R-669b3828c5cf,Do not mutate protected token MOB-9800000001-R011 inside the posting draft case 11 (synthetic mobile token),MOB-9800000001-R011,,,,,,
V3R-66c8bca62844,Please update the state field in the English settings panel,state,,,,,,
V3R-66d017651f36,The liability status must remain pending until confirm,liability,,,,,,
V3R-6710043516bd,Please open the ewaybill module and export the report,ewaybill,,,,,,
V3R-674a5ae4ab7c,aaja bond ko hisab milaaidim ra baaki clear gara,bond,,,,,,
V3R-674face06d18,alignment challenge 37: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-676741cf9892,Customer Rajesh Karki paid by bank transfer yesterday (name case 6),Rajesh,,,,,,
V3R-67a0ba15cc0a,branch ledger: expense entry ra khata baaki milaaune,khata,,,,,,
V3R-67ba73a52bb4,Do not mutate protected token ACC-SYN-100200-R092 inside the posting draft case 92 (synthetic account token),ACC-SYN-100200-R092,,,,,,
V3R-67d8bc23157e,Please open the delivery module and export the report,delivery,,,,,,
V3R-680c12712231,alignment challenge 22: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-680cdc8a5e50,Please update the base field in the English settings panel,base,,,,,,
V3R-6843c2d14b23,hijo ko deposit entry check gara,deposit,,,,,,
V3R-68470edcf06c,Customer Ajay Basnet paid by bank transfer yesterday (name case 20),Ajay,,,,,,
V3R-68519e6e8d33,check code once before posting — context unclear,code,,,,,,
V3R-68d9f5276162,Please update the flag field in the English settings panel,flag,,,,,,
V3R-69649e11790d,check series once before posting — context unclear,series,,,,,,
V3R-6a43d2b5ca0b,Please update the return field in the English settings panel,return,,,,,,
V3R-6a51edb6e5e9,Do not mutate protected token ACC-SYN-100200-R022 inside the posting draft case 22 (synthetic account token),ACC-SYN-100200-R022,,,,,,
V3R-6a79e2fa6cde,branch ledger: configuration entry ra sabai baaki milaaune,configuration,,,,,,
V3R-6adaa4cc39b1,Create a draft challan and leave it unposted,challan,,,,,,
V3R-6b5afe6100ca,Please update the list field in the English settings panel,list,,,,,,
V3R-6b6547bad88d,maybe slip means English UI or Romanized Nepali — reviewer must decide (case 29),slip,,,,,,
V3R-6bab41e716cd,Customer Prakash Adhikari paid by bank transfer yesterday (name case 58),Prakash,,,,,,
V3R-6be8d07b55a9,Do not mutate protected token TXN-SYN-778899-R034 inside the posting draft case 34 (synthetic transaction token),TXN-SYN-778899-R034,,,,,,
V3R-6c6e24753cf2,branch ledger: voucher entry ra bholi baaki milaaune,voucher,,,,,,
V3R-6cb321483cbc,Filter by PAN then print the ledger summary,PAN,,,,,,
V3R-6cde27793a88,aaja share ko hisab milaaidim ra baaki clear gara,share,,,,,,
V3R-6cf7e32c9952,Create a draft daily and leave it unposted,daily,,,,,,
V3R-6d422ef384ff,Please update the right field in the English settings panel,right,,,,,,
V3R-6d5766fa7d54,Filter by contractor then print the ledger summary,contractor,,,,,,
V3R-6da665b3e43e,Please update the form field in the English settings panel,form,,,,,,
V3R-6de00eccd1b7,aaja role ko hisab milaaidim ra baaki clear gara,role,,,,,,
V3R-6e08c3de115d,alignment challenge 36: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-6e0e28a3f6a6,check key once before posting — context unclear,key,,,,,,
V3R-6e3c13ab29eb,hijo ko paani entry check gara,paani,,,,,,
V3R-6e5e1b9f99b2,aaja batch ko hisab milaaidim ra baaki clear gara,batch,,,,,,
V3R-6e99e05803eb,Customer Nabin Poudel paid by bank transfer yesterday (name case 37),Nabin,,,,,,
V3R-6ea5323a8150,aaja tag ko hisab milaaidim ra baaki clear gara,tag,,,,,,
V3R-6ed70df1d472,Filter by forecast then print the ledger summary,forecast,,,,,,
V3R-6f45eaf3f31c,aaja clause ko hisab milaaidim ra baaki clear gara,clause,,,,,,
V3R-6f4efd98cb45,Customer Dipesh Rai paid by bank transfer yesterday (name case 10),Dipesh,,,,,,
V3R-6f7e476fdaef,alignment challenge 32: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-6fab2ef8739b,Enter NPR code in the tax panel without Devanagari rewrite (acr case 36),NPR,,,,,,
V3R-6fb0cc700d5b,Do not mutate protected token EMAIL-user.syn@example.test-R065 inside the posting draft case 65 (synthetic email token),EMAIL-user.syn@example.test-R065,,,,,,
V3R-6ff270a03d02,review shared surface passport in mixed shop note before close,passport,,,,,,
V3R-7005c9a96ffd,check class once before posting — context unclear,class,,,,,,
V3R-702c73254f41,Customer Sita Devi paid by bank transfer yesterday (name case 51),Sita,,,,,,
V3R-7041118ca4bc,check line once before posting — context unclear,line,,,,,,
V3R-7074c0f5e337,dukan ra paisa mismatch bhayo,dukan,,,,,,
V3R-708927531881,bholi samma bhayo baaki clear garnu,bhayo,,,,,,
V3R-70d4c207dbf3,Please update the filter field in the English settings panel,filter,,,,,,
V3R-70dee72f7d4e,Please update the pass field in the English settings panel,pass,,,,,,
V3R-71115656dca6,Do not mutate protected token SERIAL-SN-V3-0001-R039 inside the posting draft case 39 (synthetic serial),SERIAL-SN-V3-0001-R039,,,,,,
V3R-7150e5b3fa8b,bholi samma mero baaki clear garnu,mero,,,,,,
V3R-71a0a41ad090,mahina ra paisa mismatch bhayo,mahina,,,,,,
V3R-71a1b44d4bef,branch ledger: reconcile entry ra paisa baaki milaaune,paisa,,,,,,
V3R-71c6fb1697a9,hijo ko paisa entry check gara,paisa,,,,,,
V3R-71f2a0d2b887,Customer Ram Bahadur paid by bank transfer yesterday (name case 50),Ram,,,,,,
V3R-724c4e0a27e0,aaja order ko hisab milaaidim ra baaki clear gara,order,,,,,,
V3R-72583e17bbb1,check credit once before posting — context unclear,credit,,,,,,
V3R-7287e4bb9774,Please update the sheet field in the English settings panel,sheet,,,,,,
V3R-7289f459688f,aaja search ko hisab milaaidim ra baaki clear gara,search,,,,,,
V3R-72907bb16821,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R067 inside the posting draft case 67 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R067,,,,,,
V3R-72c1ea387a36,review shared surface ean in mixed shop note before close,ean,,,,,,
V3R-73204cd26031,Accounting staff asked about tax settings in Ask MokXya,tax,,,,,,
V3R-7356edae563a,Do not transliterate the word logistics in this English sentence,logistics,,,,,,
V3R-73601484c6b9,Please update the lot field in the English settings panel,lot,,,,,,
V3R-73abb57c252a,branch ledger: carryforward entry ra samma baaki milaaune,carryforward,,,,,,
V3R-73c47f91fa5b,check stamp once before posting — context unclear,stamp,,,,,,
V3R-73d9491be33b,Please update the agenda field in the English settings panel,agenda,,,,,,
V3R-745148374326,maybe book means English UI or Romanized Nepali — reviewer must decide (case 11),book,,,,,,
V3R-74bd9bfd6624,check label once before posting — context unclear,label,,,,,,
V3R-74ef68bf8b50,branch ledger: draft entry ra aru baaki milaaune,draft,,,,,,
V3R-7557ad93612c,maybe bill means English UI or Romanized Nepali — reviewer must decide (case 1),bill,,,,,,
V3R-75b424d75e5b,check form once before posting — context unclear,form,,,,,,
V3R-75d47f92edf4,Keep purchase as Latin identity for the ERP toolbar label,purchase,,,,,,
V3R-76f31e29a304,Do not transliterate the word voucher in this English sentence,voucher,,,,,,
V3R-770aaeca352b,yo suna last week ko ho,suna,,,,,,
V3R-771e0f3505fb,check sheet once before posting — context unclear,sheet,,,,,,
V3R-77522debc355,aaja check ko hisab milaaidim ra baaki clear gara,check,,,,,,
V3R-77605f111592,Enter DC code in the tax panel without Devanagari rewrite (acr case 46),DC,,,,,,
V3R-77c095d5c1a8,Customer Bimala Neupane paid by bank transfer yesterday (name case 23),Bimala,,,,,,
V3R-77cce29898ab,check tag once before posting — context unclear,tag,,,,,,
V3R-77cf73321991,branch ledger: asset entry ra tireko baaki milaaune,asset,,,,,,
V3R-78288bf7fae4,aaja page ko hisab milaaidim ra baaki clear gara,page,,,,,,
V3R-783f6c482f59,branch ledger: bonus entry ra baaki baaki milaaune,baaki,,,,,,
V3R-78bdf4a1c42b,aaja account ko hisab milaaidim ra baaki clear gara,account,,,,,,
V3R-7906daab3671,Do not transliterate the word sac in this English sentence,sac,,,,,,
V3R-792bd0d0f6a4,Sync failed for loss queue — retry after backup,loss,,,,,,
V3R-793ad85dc493,Please update the key field in the English settings panel,key,,,,,,
V3R-7954a99a0167,review shared surface utr in mixed shop note before close,utr,,,,,,
V3R-79c803522dbf,bholi samma internet baaki clear garnu,internet,,,,,,
V3R-79ecc568393c,review shared surface invoice in mixed shop note before close,invoice,,,,,,
V3R-79f0359f823c,Do not mutate protected token EMAIL-user.syn@example.test-R075 inside the posting draft case 75 (synthetic email token),EMAIL-user.syn@example.test-R075,,,,,,
V3R-7a045ec8291d,Please update the row field in the English settings panel,row,,,,,,
V3R-7a158868f826,Do not mutate protected token MOB-9800000001-R051 inside the posting draft case 51 (synthetic mobile token),MOB-9800000001-R051,,,,,,
V3R-7a17ddd5360f,malik ji cha report pathaunuhos,cha,,,,,,
V3R-7a42b3cf5c0d,Enter TDS code in the tax panel without Devanagari rewrite (acr case 2),TDS,,,,,,
V3R-7a88821da87e,Keep unit as Latin identity for the ERP toolbar label,unit,,,,,,
V3R-7ad5e0935c8c,Customer Bikash Thapa paid by bank transfer yesterday (name case 29),Bikash,,,,,,
V3R-7bc6241f6fee,Filter by refund then print the ledger summary,refund,,,,,,
V3R-7be24e4cfa20,The quotation status must remain pending until confirm,quotation,,,,,,
V3R-7bef8eb0b54b,hijo ko sanga entry check gara,sanga,,,,,,
V3R-7bf0256884c0,Do not mutate protected token PAN-A1B2C3D4E5-R090 inside the posting draft case 90 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R090,,,,,,
V3R-7bf4efc18671,alignment challenge 39: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-7c06754a6b1b,check bond once before posting — context unclear,bond,,,,,,
V3R-7c38e7aa66ff,maybe balance means English UI or Romanized Nepali — reviewer must decide (case 16),balance,,,,,,
V3R-7c3af450fc94,Do not mutate protected token TXN-SYN-778899-R004 inside the posting draft case 4 (synthetic transaction token),TXN-SYN-778899-R004,,,,,,
V3R-7c6742f71135,malik ji petrol report pathaunuhos,petrol,,,,,,
V3R-7d34baf425cf,Enter SAC code in the tax panel without Devanagari rewrite (acr case 35),SAC,,,,,,
V3R-7d426eda3db7,Filter by grn then print the ledger summary,grn,,,,,,
V3R-7da0248fe9fd,hijo ko ani entry check gara,ani,,,,,,
V3R-7ea48538f29a,Please update the root field in the English settings panel,root,,,,,,
V3R-7ee81d715f9e,Do not mutate protected token INV-SYN-9001-R013 inside the posting draft case 13 (synthetic invoice token),INV-SYN-9001-R013,,,,,,
V3R-7ef5513abc59,Customer Manish Regmi paid by bank transfer yesterday (name case 18),Manish,,,,,,
V3R-7f03053f046d,aaja range ko hisab milaaidim ra baaki clear gara,range,,,,,,
V3R-7f79ec60a15f,branch ledger: customer entry ra thaha baaki milaaune,thaha,,,,,,
V3R-7f94796a7bb2,aaja aaja hisab milaaidim please,aaja,,,,,,
V3R-7f98fe2f0b8d,alignment challenge 7: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-7f9db434e007,review shared surface offer in mixed shop note before close,offer,,,,,,
V3R-7fae49e3bb6c,malik ji pahila report pathaunuhos,pahila,,,,,,
V3R-7fe744f36feb,hijo ko linchu entry check gara,linchu,,,,,,
V3R-7ffa2a6a1631,check limit once before posting — context unclear,limit,,,,,,
V3R-801fec934524,review shared surface discount in mixed shop note before close,discount,,,,,,
V3R-804f6acff6c2,please bola update gardinu,bola,,,,,,
V3R-809105f431a1,Please update the result field in the English settings panel,result,,,,,,
V3R-81505111c48d,aaja cell ko hisab milaaidim ra baaki clear gara,cell,,,,,,
V3R-8171f4d0bce8,Do not mutate protected token SERIAL-SN-V3-0001-R089 inside the posting draft case 89 (synthetic serial),SERIAL-SN-V3-0001-R089,,,,,,
V3R-81c06805fbcc,check cash once before posting — context unclear,cash,,,,,,
V3R-829431fb6f90,check seal once before posting — context unclear,seal,,,,,,
V3R-82a73dcf4285,grahak le gara bare sodheko cha,gara,,,,,,
V3R-82d31689afcc,Do not mutate protected token PAN-A1B2C3D4E5-R000 inside the posting draft case 0 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R000,,,,,,
V3R-82f5bf08094f,check bill once before posting — context unclear,bill,,,,,,
V3R-82fe583bb40e,Please open the margin module and export the report,margin,,,,,,
V3R-8315ddebada4,grahak le milcha bare sodheko cha,milcha,,,,,,
V3R-8318c1361a25,branch ledger: daily entry ra lai baaki milaaune,lai,,,,,,
V3R-8459bb0fd4fa,alignment challenge 46: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-845f9443bedd,Do not mutate protected token IMEI-356938035643809-R098 inside the posting draft case 98 (synthetic device id),IMEI-356938035643809-R098,,,,,,
V3R-85ab5f3dce48,Enter GRN code in the tax panel without Devanagari rewrite (acr case 45),GRN,,,,,,
V3R-85b98240f733,aaja debit ko hisab milaaidim ra baaki clear gara,debit,,,,,,
V3R-85e61c35bb08,Sync failed for amortization queue — retry after backup,amortization,,,,,,
V3R-86b2a80bccd7,aaja set ko hisab milaaidim ra baaki clear gara,set,,,,,,
V3R-86cdbfb27af1,Please update the range field in the English settings panel,range,,,,,,
V3R-86e3e0eeb393,alignment challenge 30: keep surface [café] intact (combining acute),café,,,,,,
V3R-8725cb7606b1,Enter AR code in the tax panel without Devanagari rewrite (acr case 25),AR,,,,,,
V3R-872a403cd408,Filter by lot then print the ledger summary,lot,,,,,,
V3R-87553b54aac0,Do not transliterate the word estimate in this English sentence,estimate,,,,,,
V3R-87818254d91a,Please update the charge field in the English settings panel,charge,,,,,,
V3R-87ba3b0d7b76,check card once before posting — context unclear,card,,,,,,
V3R-8817a3e3574a,branch ledger: freight entry ra bola baaki milaaune,freight,,,,,,
V3R-881b3cf624c8,Do not transliterate the word sku in this English sentence,sku,,,,,,
V3R-88b3fa261049,Please update the graph field in the English settings panel,graph,,,,,,
V3R-88c5bfd692d5,Customer Sita Devi paid by bank transfer yesterday (name case 1),Sita,,,,,,
V3R-88fb5609e70c,please rakha update gardinu,rakha,,,,,,
V3R-8928a96fe72c,Customer Hari Krishna paid by bank transfer yesterday (name case 27),Hari,,,,,,
V3R-895de1f2ddfb,Do not mutate protected token SERIAL-SN-V3-0001-R019 inside the posting draft case 19 (synthetic serial),SERIAL-SN-V3-0001-R019,,,,,,
V3R-89aa27b3a892,Enter SO code in the tax panel without Devanagari rewrite (acr case 14),SO,,,,,,
V3R-89d85759896e,check floor once before posting — context unclear,floor,,,,,,
V3R-8a2f210f4700,check set once before posting — context unclear,set,,,,,,
V3R-8a4f82fdb84c,review shared surface vat in mixed shop note before close,vat,,,,,,
V3R-8a8a56dd3c6d,branch ledger: liability entry ra linchu baaki milaaune,linchu,,,,,,
V3R-8a900e88f147,maybe list means English UI or Romanized Nepali — reviewer must decide (case 24),list,,,,,,
V3R-8aac5b25cdac,check notice once before posting — context unclear,notice,,,,,,
V3R-8c12a33ed311,Please open the fee module and export the report,fee,,,,,,
V3R-8c343e0dc433,bholi samma aru baaki clear garnu,aru,,,,,,
V3R-8ca5c3740dda,Enter NPR code in the tax panel without Devanagari rewrite (acr case 6),NPR,,,,,,
V3R-8ced8adf8c01,Do not mutate protected token URL-https://example.test/eval/v3-R076 inside the posting draft case 76 (synthetic url token),URL-https://example.test/eval/v3-R076,,,,,,
V3R-8d63988c9b74,bholi samma hisab baaki clear garnu,hisab,,,,,,
V3R-8d9a5f63f6d6,Customer Laxmi Pandey paid by bank transfer yesterday (name case 15),Laxmi,,,,,,
V3R-8eb466043821,aaja duty ko hisab milaaidim ra baaki clear gara,duty,,,,,,
V3R-8eb7b5915515,maybe code means English UI or Romanized Nepali — reviewer must decide (case 34),code,,,,,,
V3R-8ecbadc20d26,Customer Anita Gurung paid by bank transfer yesterday (name case 30),Anita,,,,,,
V3R-8eda2b0f5c49,Do not transliterate the word payable in this English sentence,payable,,,,,,
V3R-8ee4424b064e,Sync failed for report queue — retry after backup,report,,,,,,
V3R-8eec5807ad1f,Please update the option field in the English settings panel,option,,,,,,
V3R-8f0a403d5358,Please update the guarantee field in the English settings panel,guarantee,,,,,,
V3R-8f3204b0e6c7,aaja hisab hisab milaaidim please,hisab,,,,,,
V3R-8f6195d6837b,aaja mark ko hisab milaaidim ra baaki clear gara,mark,,,,,,
V3R-8fbd39543694,The cheque status must remain pending until confirm,cheque,,,,,,
V3R-8fce50fe55ee,alignment challenge 28: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-8fe7d8cae1f4,aaja stock ko hisab milaaidim ra baaki clear gara,stock,,,,,,
V3R-90de6c61118a,Enter TB code in the tax panel without Devanagari rewrite (acr case 27),TB,,,,,,
V3R-90f2ed9e9437,Please update the debit field in the English settings panel,debit,,,,,,
V3R-915efdfdd64f,aaja term ko hisab milaaidim ra baaki clear gara,term,,,,,,
V3R-9200d997fbad,branch ledger: posted entry ra hamro baaki milaaune,posted,,,,,,
V3R-9238c613db1e,hijo ko bihana entry check gara,bihana,,,,,,
V3R-928ab0335643,aaja menu ko hisab milaaidim ra baaki clear gara,menu,,,,,,
V3R-92a698f3fbb8,aaja sort ko hisab milaaidim ra baaki clear gara,sort,,,,,,
V3R-92aeb4457e4b,branch ledger: dashboard entry ra basnu baaki milaaune,basnu,,,,,,
