review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-44e9ba7f94c0,maybe stamp means English UI or Romanized Nepali — reviewer must decide (case 28),stamp,,,,,,
V3R-459cec27221b,Create a draft charge and leave it unposted,charge,,,,,,
V3R-45a61815151d,Please update the memo field in the English settings panel,memo,,,,,,
V3R-45a875a19140,check clause once before posting — context unclear,clause,,,,,,
V3R-45bc3e7a015c,branch ledger: inventory entry ra gara baaki milaaune,gara,,,,,,
V3R-4625f96e1a20,Accounting staff asked about packaging settings in Ask MokXya,packaging,,,,,,
V3R-46d868e0deac,please kiraya update gardinu,kiraya,,,,,,
V3R-46ddf948aade,branch ledger: reject entry ra yasari baaki milaaune,reject,,,,,,
V3R-47102360d7f3,check graph once before posting — context unclear,graph,,,,,,
V3R-47bc01f5e58f,The template status must remain pending until confirm,template,,,,,,
V3R-47ca00ef4423,aaja match ko hisab milaaidim ra baaki clear gara,match,,,,,,
V3R-47df70461d8a,aaja gareko hisab milaaidim please,gareko,,,,,,
V3R-47dfbbcf3de4,Customer Ram Bahadur paid by bank transfer yesterday (name case 50),Ram,,,,,,
V3R-484166fac77a,check sign once before posting — context unclear,sign,,,,,,
V3R-48b51ecddcd4,Please open the branch module and export the report,branch,,,,,,
V3R-48e92ca04131,aaja pass ko hisab milaaidim ra baaki clear gara,pass,,,,,,
V3R-49151e417fbd,grahak le khata bare sodheko cha,khata,,,,,,
V3R-496e181bc3ff,Please update the credit field in the English settings panel,credit,,,,,,
V3R-498922fae287,malik ji gayo report pathaunuhos,gayo,,,,,,
V3R-49d315596be4,Enter GRN code in the tax panel without Devanagari rewrite (acr case 45),GRN,,,,,,
V3R-4a0da5003ccc,check field once before posting — context unclear,field,,,,,,
V3R-4a3e2327fd75,Create a draft payroll and leave it unposted,payroll,,,,,,
V3R-4a57b77343a4,Enter Q2 code in the tax panel without Devanagari rewrite (acr case 9),Q2,,,,,,
V3R-4a7dd5772caf,check role once before posting — context unclear,role,,,,,,
V3R-4a81ff820c86,alignment challenge 41: keep surface [ñepali] intact (combining tilde),ñepali,,,,,,
V3R-4ac05164cc03,aaja status ko hisab milaaidim ra baaki clear gara,status,,,,,,
V3R-4b175ec96ce8,yo bhaneko last week ko ho,bhaneko,,,,,,
V3R-4b41c1fa7189,Customer Rina Koirala paid by bank transfer yesterday (name case 19),Rina,,,,,,
V3R-4b51be18d8ef,Accounting staff asked about po settings in Ask MokXya,po,,,,,,
V3R-4b5f31a47237,Please update the select field in the English settings panel,select,,,,,,
V3R-4b8e6c74f48b,Create a draft accrual and leave it unposted,accrual,,,,,,
V3R-4bc6d8b6e6c8,hijo ko ani entry check gara,ani,,,,,,
V3R-4c5b6b89e810,Customer Gita Sharma paid by bank transfer yesterday (name case 53),Gita,,,,,,
V3R-4ce4fd2ccc78,The warehouse status must remain pending until confirm,warehouse,,,,,,
V3R-4d23b0c39557,The receivable status must remain pending until confirm,receivable,,,,,,
V3R-4d4080de0736,branch ledger: report entry ra gayo baaki milaaune,report,,,,,,
V3R-4d8298b2984e,check state once before posting — context unclear,state,,,,,,
V3R-4db4e7c0c839,please udharo update gardinu,udharo,,,,,,
V3R-4db537e6376c,aaja value ko hisab milaaidim ra baaki clear gara,value,,,,,,
V3R-4de4978567ec,review shared surface rrn in mixed shop note before close,rrn,,,,,,
V3R-4e0258f72147,alignment challenge 12: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-4e12ef809819,branch ledger: profit entry ra jabaj baaki milaaune,jabaj,,,,,,
V3R-4e1cac768d98,Please update the file field in the English settings panel,file,,,,,,
V3R-4e3108fb64ba,Enter Q2 code in the tax panel without Devanagari rewrite (acr case 39),Q2,,,,,,
V3R-4e3c8e6b210d,Do not mutate protected token ACC-SYN-100200-R072 inside the posting draft case 72 (synthetic account token),ACC-SYN-100200-R072,,,,,,
V3R-4e703777b22a,branch ledger: return entry ra rakha baaki milaaune,return,,,,,,
V3R-4e88d0f620c9,Please update the post field in the English settings panel,post,,,,,,
V3R-4e93d6498149,Please update the mail field in the English settings panel,mail,,,,,,
V3R-4f7d0b75ad1b,Customer Bimala Neupane paid by bank transfer yesterday (name case 23),Bimala,,,,,,
V3R-4fa3520a6b14,check root once before posting — context unclear,root,,,,,,
V3R-4ff48038dcdf,aaja kati hisab milaaidim please,kati,,,,,,
V3R-513123134a4a,Filter by NPR then print the ledger summary,NPR,,,,,,
V3R-51b59885813d,Please update the state field in the English settings panel,state,,,,,,
V3R-51dd1ba1605f,alignment challenge 3: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-51ef07a7afec,branch ledger: vendor entry ra cha baaki milaaune,vendor,,,,,,
V3R-52039cb402d3,review shared surface sku in mixed shop note before close,sku,,,,,,
V3R-523a3ea1f97b,Do not mutate protected token URL-https://example.test/eval/v3-R096 inside the posting draft case 96 (synthetic url token),URL-https://example.test/eval/v3-R096,,,,,,
V3R-52c7a6b47006,aayo ra paisa mismatch bhayo,aayo,,,,,,
V3R-52e79e2e91c1,Do not mutate protected token PAN-A1B2C3D4E5-R040 inside the posting draft case 40 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R040,,,,,,
V3R-52f38843ab8a,aaja role ko hisab milaaidim ra baaki clear gara,role,,,,,,
V3R-53104a22a000,check term once before posting — context unclear,term,,,,,,
V3R-53a23cf47827,tyasari ra paisa mismatch bhayo,tyasari,,,,,,
V3R-53efe94b85b8,aaja page ko hisab milaaidim ra baaki clear gara,page,,,,,,
V3R-54243fb24447,alignment challenge 19: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-5492afb1c629,review shared surface tin in mixed shop note before close,tin,,,,,,
V3R-54c2bc2fddf1,Sync failed for report queue — retry after backup,report,,,,,,
V3R-55076a85a434,aaja catalogue ko hisab milaaidim ra baaki clear gara,catalogue,,,,,,
V3R-552407ea43d9,check batch once before posting — context unclear,batch,,,,,,
V3R-55b6c1c2ede6,alignment challenge 26: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-55d87a932841,Do not mutate protected token EMAIL-user.syn@example.test-R095 inside the posting draft case 95 (synthetic email token),EMAIL-user.syn@example.test-R095,,,,,,
V3R-562ba11f818e,aaja hoina hisab milaaidim please,hoina,,,,,,
V3R-563422af307d,Please open the proforma module and export the report,proforma,,,,,,
V3R-56c5904e9d24,aaja balance ko hisab milaaidim ra baaki clear gara,balance,,,,,,
V3R-56d354141c28,hijo ko linchu entry check gara,linchu,,,,,,
V3R-56ef58d00314,Do not transliterate the word transfer in this English sentence,transfer,,,,,,
V3R-5722c2f16cdb,aaja search ko hisab milaaidim ra baaki clear gara,search,,,,,,
V3R-572be6f7720c,Customer Laxmi Pandey paid by bank transfer yesterday (name case 15),Laxmi,,,,,,
V3R-57458cce7c2f,Create a draft daily and leave it unposted,daily,,,,,,
V3R-5757171ed0d0,Do not mutate protected token TXN-SYN-778899-R084 inside the posting draft case 84 (synthetic transaction token),TXN-SYN-778899-R084,,,,,,
V3R-577ab35d238a,Accounting staff asked about barcode settings in Ask MokXya,barcode,,,,,,
V3R-57827e7e81ae,Do not mutate protected token URL-https://example.test/eval/v3-R026 inside the posting draft case 26 (synthetic url token),URL-https://example.test/eval/v3-R026,,,,,,
V3R-579899351604,jabaj ra paisa mismatch bhayo,jabaj,,,,,,
V3R-57c32a7d2f51,Do not transliterate the word estimate in this English sentence,estimate,,,,,,
V3R-580bec122e61,check miss once before posting — context unclear,miss,,,,,,
V3R-58ba52f94391,review shared surface contract in mixed shop note before close,contract,,,,,,
V3R-58cf4d51e4aa,branch ledger: void entry ra timro baaki milaaune,timro,,,,,,
V3R-59601ec67c60,Enter EBITDA code in the tax panel without Devanagari rewrite (acr case 22),EBITDA,,,,,,
V3R-5a2cdba0ab52,Accounting staff asked about inventory settings in Ask MokXya,inventory,,,,,,
V3R-5a3f8a27f962,aaja post ko hisab milaaidim ra baaki clear gara,post,,,,,,
V3R-5a4d8adbd6a3,maybe mark means English UI or Romanized Nepali — reviewer must decide (case 25),mark,,,,,,
V3R-5ae232cd3c07,aaja condition ko hisab milaaidim ra baaki clear gara,condition,,,,,,
V3R-5aea4990e0da,Enter Q3 code in the tax panel without Devanagari rewrite (acr case 10),Q3,,,,,,
V3R-5af001aa203a,check table once before posting — context unclear,table,,,,,,
V3R-5b01eb188992,aaja seal ko hisab milaaidim ra baaki clear gara,seal,,,,,,
V3R-5b1579be75c2,alignment challenge 31: keep surface [ñepali] intact (combining tilde),ñepali,,,,,,
V3R-5b91fb1b4aa8,aaja floor ko hisab milaaidim ra baaki clear gara,floor,,,,,,
V3R-5c0519f05d47,grahak le milcha bare sodheko cha,milcha,,,,,,
V3R-5c2759f1c068,Please update the sign field in the English settings panel,sign,,,,,,
V3R-5c3f3086f3e6,Enter SO code in the tax panel without Devanagari rewrite (acr case 14),SO,,,,,,
V3R-5c42199f1699,Please update the copy field in the English settings panel,copy,,,,,,
V3R-5c922364e262,check return once before posting — context unclear,return,,,,,,
V3R-5ca5a4449843,Customer Sarita Bhandari paid by bank transfer yesterday (name case 13),Sarita,,,,,,
V3R-5dbb11a13a29,raati ra paisa mismatch bhayo,raati,,,,,,
V3R-5de3152fdf3f,check folder once before posting — context unclear,folder,,,,,,
V3R-5e0bb9c08e1c,Customer Puja Acharya paid by bank transfer yesterday (name case 17),Puja,,,,,,
V3R-5e5480d6a238,aaja base ko hisab milaaidim ra baaki clear gara,base,,,,,,
V3R-5e61a081562f,Please update the share field in the English settings panel,share,,,,,,
V3R-5e7ba9afc046,alignment challenge 9: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-5ea12a54e249,Accounting staff asked about rounding settings in Ask MokXya,rounding,,,,,,
V3R-5f2857c095f5,Please update the edge field in the English settings panel,edge,,,,,,
V3R-5f6930aa5d3a,check spread once before posting — context unclear,spread,,,,,,
V3R-6032fa5b98ac,Please update the query field in the English settings panel,query,,,,,,
V3R-603ded872cee,yo mahina last week ko ho,mahina,,,,,,
V3R-6089bb6645ae,aaja scan ko hisab milaaidim ra baaki clear gara,scan,,,,,,
V3R-60adadda6fa9,aaja sheet ko hisab milaaidim ra baaki clear gara,sheet,,,,,,
V3R-60b96c8e2ee2,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R087 inside the posting draft case 87 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R087,,,,,,
V3R-60c8bc0479b5,Do not transliterate the word fiscal in this English sentence,fiscal,,,,,,
V3R-6116b0defb79,please aile update gardinu,aile,,,,,,
V3R-612d00136716,Do not mutate protected token PAN-A1B2C3D4E5-R010 inside the posting draft case 10 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R010,,,,,,
V3R-6134e00e240b,aaja clause ko hisab milaaidim ra baaki clear gara,clause,,,,,,
V3R-617bb7333885,Please update the policy field in the English settings panel,policy,,,,,,
V3R-618496d65e36,The closing status must remain pending until confirm,closing,,,,,,
V3R-61cd2f477ee3,aaja malik hisab milaaidim please,malik,,,,,,
V3R-62d624a11877,Do not mutate protected token IMEI-356938035643809-R018 inside the posting draft case 18 (synthetic device id),IMEI-356938035643809-R018,,,,,,
V3R-630059dba55d,The commission status must remain pending until confirm,commission,,,,,,
V3R-630aaa8f7846,Enter SO code in the tax panel without Devanagari rewrite (acr case 44),SO,,,,,,
V3R-632173c8ff77,aaja hisab hisab milaaidim please,hisab,,,,,,
V3R-634ce87dc3c6,yo cash last week ko ho,cash,,,,,,
V3R-634f3ddcd0b1,review shared surface lotno in mixed shop note before close,lotno,,,,,,
V3R-637e5658798e,Do not mutate protected token ACC-SYN-100200-R052 inside the posting draft case 52 (synthetic account token),ACC-SYN-100200-R052,,,,,,
V3R-63a9c5e618c1,alignment challenge 16: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-63ec5b38adc3,check rate once before posting — context unclear,rate,,,,,,
V3R-64cb7fe66031,alignment challenge 37: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-64dcfdfd44d5,Accounting staff asked about confirm settings in Ask MokXya,confirm,,,,,,
V3R-6527da500a20,review shared surface agreement in mixed shop note before close,agreement,,,,,,
V3R-654d64a82fd1,Please update the range field in the English settings panel,range,,,,,,
V3R-658efb94795a,alignment challenge 32: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-659ba5935349,branch ledger: balance entry ra mahina baaki milaaune,mahina,,,,,,
V3R-65eef6d9c014,aaja calendar ko hisab milaaidim ra baaki clear gara,calendar,,,,,,
V3R-65f738de4943,Do not mutate protected token INV-SYN-9001-R093 inside the posting draft case 93 (synthetic invoice token),INV-SYN-9001-R093,,,,,,
V3R-65fd27b5fcc3,Please open the salary module and export the report,salary,,,,,,
V3R-664398f4bc7b,yo thorai last week ko ho,thorai,,,,,,
V3R-66b05097cddf,hijo ko kehi entry check gara,kehi,,,,,,
V3R-66c44f9eae58,Customer Gita Sharma paid by bank transfer yesterday (name case 28),Gita,,,,,,
V3R-66cc3a1efdb8,check access once before posting — context unclear,access,,,,,,
V3R-66e167dec28c,aaja ramro hisab milaaidim please,ramro,,,,,,
V3R-66ed6bd9baa1,check search once before posting — context unclear,search,,,,,,
V3R-66fa386ff1e1,Do not mutate protected token SERIAL-SN-V3-0001-R039 inside the posting draft case 39 (synthetic serial),SERIAL-SN-V3-0001-R039,,,,,,
V3R-6761875d98a1,alignment challenge 49: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-67b0047e512a,check shift once before posting — context unclear,shift,,,,,,
V3R-67b383a6919c,Please update the graph field in the English settings panel,graph,,,,,,
V3R-67d6604329de,Sync failed for rate queue — retry after backup,rate,,,,,,
V3R-67e008f295ba,Please update the download field in the English settings panel,download,,,,,,
V3R-68b4cd5e5320,Do not mutate protected token SERIAL-SN-V3-0001-R099 inside the posting draft case 99 (synthetic serial),SERIAL-SN-V3-0001-R099,,,,,,
V3R-68f482a7d6da,review shared surface passport in mixed shop note before close,passport,,,,,,
V3R-6914eef2dde1,check mark once before posting — context unclear,mark,,,,,,
V3R-695dfdab0eaa,Enter FY code in the tax panel without Devanagari rewrite (acr case 37),FY,,,,,,
V3R-698ce9537c66,maybe post means English UI or Romanized Nepali — reviewer must decide (case 10),post,,,,,,
V3R-69a2c49ed08e,Enter PO code in the tax panel without Devanagari rewrite (acr case 43),PO,,,,,,
V3R-6a52787c5d64,Do not mutate protected token INV-SYN-9001-R063 inside the posting draft case 63 (synthetic invoice token),INV-SYN-9001-R063,,,,,,
V3R-6a6d8c69be5b,malik ji dokaan report pathaunuhos,dokaan,,,,,,
V3R-6a7b6a9ea644,aaja duty ko hisab milaaidim ra baaki clear gara,duty,,,,,,
V3R-6af7a0b82f31,branch ledger: freight entry ra bola baaki milaaune,freight,,,,,,
V3R-6b92878c4804,Customer Anita Gurung paid by bank transfer yesterday (name case 30),Anita,,,,,,
V3R-6b9e7a089061,Enter GRN code in the tax panel without Devanagari rewrite (acr case 15),GRN,,,,,,
V3R-6ba0da06868a,alignment challenge 25: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-6c09be093608,branch ledger: debit entry ra raati baaki milaaune,raati,,,,,,
V3R-6c0a5e24d414,grahak le transfer bare sodheko cha,transfer,,,,,,
V3R-6c364450fd9b,malik ji balance report pathaunuhos,balance,,,,,,
V3R-6c9cd81e21f9,branch ledger: asset entry ra tireko baaki milaaune,asset,,,,,,
V3R-6cf75e229c39,aaja miss ko hisab milaaidim ra baaki clear gara,miss,,,,,,
V3R-6d79044f2e2c,alignment challenge 0: keep surface [café] intact (combining acute),café,,,,,,
V3R-6d9c3f39dce6,Do not mutate protected token TXN-SYN-778899-R044 inside the posting draft case 44 (synthetic transaction token),TXN-SYN-778899-R044,,,,,,
V3R-6ecf4e6433e4,yo kehi last week ko ho,kehi,,,,,,
V3R-6ee568b0dcda,aaja batch ko hisab milaaidim ra baaki clear gara,batch,,,,,,
V3R-6f1c4cacd32c,Please update the status field in the English settings panel,status,,,,,,
V3R-6f776d997365,Please update the filter field in the English settings panel,filter,,,,,,
V3R-6f9effbd8038,Do not mutate protected token URL-https://example.test/eval/v3-R056 inside the posting draft case 56 (synthetic url token),URL-https://example.test/eval/v3-R056,,,,,,
V3R-6fa62d0f2f06,branch ledger: godown entry ra bhayo baaki milaaune,godown,,,,,,
V3R-6fac762de22e,Customer Sunita Magar paid by bank transfer yesterday (name case 7),Sunita,,,,,,
V3R-7035d79b1af9,review shared surface manifest in mixed shop note before close,manifest,,,,,,
V3R-707137474c39,Enter KPI code in the tax panel without Devanagari rewrite (acr case 20),KPI,,,,,,
V3R-708cb1f16e78,bholi samma rupiya baaki clear garnu,rupiya,,,,,,
V3R-711bc00e10b2,Do not mutate protected token EMAIL-user.syn@example.test-R045 inside the posting draft case 45 (synthetic email token),EMAIL-user.syn@example.test-R045,,,,,,
V3R-713fc26b7ed0,check range once before posting — context unclear,range,,,,,,
V3R-71649a0b5035,aaja slip ko hisab milaaidim ra baaki clear gara,slip,,,,,,
V3R-71ac1e00b070,Enter FY code in the tax panel without Devanagari rewrite (acr case 7),FY,,,,,,
V3R-71bb21ab03fb,chha ra paisa mismatch bhayo,chha,,,,,,
V3R-724af8976f03,Please update the mode field in the English settings panel,mode,,,,,,
V3R-72b107789ecc,Please update the access field in the English settings panel,access,,,,,,
V3R-72d497ddd3b4,review shared surface refno in mixed shop note before close,refno,,,,,,
V3R-72d9bdd80019,Customer Hari Krishna paid by bank transfer yesterday (name case 52),Hari,,,,,,
V3R-72ff7643bd13,Do not transliterate the word logistics in this English sentence,logistics,,,,,,
V3R-73146fcc5276,check select once before posting — context unclear,select,,,,,,
V3R-73358cdc5aff,grahak le phone bare sodheko cha,phone,,,,,,
V3R-733e4df07c38,aaja set ko hisab milaaidim ra baaki clear gara,set,,,,,,
V3R-736b07575793,nafa ra paisa mismatch bhayo,nafa,,,,,,
V3R-7376ff006a57,yo byaj last week ko ho,byaj,,,,,,
V3R-737fd498875e,Please update the peak field in the English settings panel,peak,,,,,,
V3R-73b47186eb20,Please update the node field in the English settings panel,node,,,,,,
V3R-741d9471c16c,Please update the label field in the English settings panel,label,,,,,,
V3R-74365c4be0bb,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R017 inside the posting draft case 17 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R017,,,,,,
V3R-748f98959805,Enter TDS code in the tax panel without Devanagari rewrite (acr case 2),TDS,,,,,,
V3R-74e18441f3f3,Do not mutate protected token MOB-9800000001-R081 inside the posting draft case 81 (synthetic mobile token),MOB-9800000001-R081,,,,,,
V3R-75094f202f9c,bholi samma padheko baaki clear garnu,padheko,,,,,,
V3R-751430d386dd,alignment challenge 4: keep surface [kharcha baaki] intact (nbsp),kharcha baaki,,,,,,
V3R-75d3b33deb92,aaja table ko hisab milaaidim ra baaki clear gara,table,,,,,,
V3R-76532726a797,Please update the cap field in the English settings panel,cap,,,,,,
V3R-76b253b1ca82,Do not mutate protected token TXN-SYN-778899-R054 inside the posting draft case 54 (synthetic transaction token),TXN-SYN-778899-R054,,,,,,
V3R-76ef124c112d,Please update the base field in the English settings panel,base,,,,,,
V3R-7744e6c8fd01,Please update the margin field in the English settings panel,margin,,,,,,
V3R-77ce7854c17c,check check once before posting — context unclear,check,,,,,,
V3R-78b30bef1643,bholi samma internet baaki clear garnu,internet,,,,,,
V3R-78ca8c8b8c93,please chaina update gardinu,chaina,,,,,,
V3R-78fc6f312b2d,aaja barsa hisab milaaidim please,barsa,,,,,,
V3R-791566188555,check status once before posting — context unclear,status,,,,,,
V3R-793465436630,bholi samma thik baaki clear garnu,thik,,,,,,
V3R-79574bf5e4dc,aaja draft ko hisab milaaidim ra baaki clear gara,draft,,,,,,
V3R-79d42cdb49b0,Please update the account field in the English settings panel,account,,,,,,
V3R-79da64cacb25,aaja state ko hisab milaaidim ra baaki clear gara,state,,,,,,
V3R-79e071a49378,Keep rebate as Latin identity for the ERP toolbar label,rebate,,,,,,
V3R-7a19e6661171,maybe box means English UI or Romanized Nepali — reviewer must decide (case 21),box,,,,,,
V3R-7abb33acf15a,maybe set means English UI or Romanized Nepali — reviewer must decide (case 23),set,,,,,,
V3R-7afce5714f39,maybe pass means English UI or Romanized Nepali — reviewer must decide (case 38),pass,,,,,,
V3R-7b00c34537f1,Enter Q1 code in the tax panel without Devanagari rewrite (acr case 8),Q1,,,,,,
V3R-7b4d9e1639a7,check ratecard once before posting — context unclear,ratecard,,,,,,
V3R-7baffb28ca08,check flag once before posting — context unclear,flag,,,,,,
V3R-7bbe9589000e,Customer Mina Shrestha paid by bank transfer yesterday (name case 59),Mina,,,,,,
V3R-7bdb33cff9ef,maybe charge means English UI or Romanized Nepali — reviewer must decide (case 13),charge,,,,,,
V3R-7c46dc132930,branch ledger: capital entry ra bechyo baaki milaaune,bechyo,,,,,,
V3R-7c5ba3574703,branch ledger: annual entry ra tapai baaki milaaune,annual,,,,,,
V3R-7c5bb121bdd1,Please update the list field in the English settings panel,list,,,,,,
V3R-7cb4f970289b,branch ledger: tax entry ra kharcha baaki milaaune,kharcha,,,,,,
V3R-7cbd0ebbead2,Please update the bond field in the English settings panel,bond,,,,,,
V3R-7ceb3c549bc3,Do not mutate protected token IMEI-356938035643809-R058 inside the posting draft case 58 (synthetic device id),IMEI-356938035643809-R058,,,,,,
V3R-7cf6362f5583,Please open the margin module and export the report,margin,,,,,,
V3R-7d12542e02a4,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R057 inside the posting draft case 57 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R057,,,,,,
V3R-7d1b7880f962,branch ledger: approve entry ra kinabhane baaki milaaune,kinabhane,,,,,,
V3R-7d6e1ba8c106,Do not mutate protected token TXN-SYN-778899-R014 inside the posting draft case 14 (synthetic transaction token),TXN-SYN-778899-R014,,,,,,
V3R-7d7af425c96d,alignment challenge 22: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-7e135dd9792a,yo basnu last week ko ho,basnu,,,,,,
V3R-7e5b2bf3f0a2,malik ji garaidim report pathaunuhos,garaidim,,,,,,
V3R-7e61f11ba889,aaja spread ko hisab milaaidim ra baaki clear gara,spread,,,,,,
V3R-7e8522b93822,Do not mutate protected token IMEI-356938035643809-R078 inside the posting draft case 78 (synthetic device id),IMEI-356938035643809-R078,,,,,,
V3R-7ea5bf1dacc3,Enter PAN code in the tax panel without Devanagari rewrite (acr case 0),PAN,,,,,,
V3R-7ea9bd102df5,Accounting staff asked about tax settings in Ask MokXya,tax,,,,,,
V3R-7efb9a76a8b3,Please update the rule field in the English settings panel,rule,,,,,,
V3R-7f52d9402e85,aaja share ko hisab milaaidim ra baaki clear gara,share,,,,,,
V3R-7f98719a8865,aaja column ko hisab milaaidim ra baaki clear gara,column,,,,,,
V3R-7fd2167b11d0,Please update the bill field in the English settings panel,bill,,,,,,
V3R-7fda99db4bb6,Customer Ajay Basnet paid by bank transfer yesterday (name case 45),Ajay,,,,,,
V3R-7fdd4a35907d,Please update the row field in the English settings panel,row,,,,,,
V3R-801ac009bae8,Filter by quantity then print the ledger summary,quantity,,,,,,
V3R-8034f2be52e4,basnu ra paisa mismatch bhayo,basnu,,,,,,
V3R-807d20be661e,pathau ra paisa mismatch bhayo,pathau,,,,,,
V3R-80914faff865,aaja pricelist ko hisab milaaidim ra baaki clear gara,pricelist,,,,,,
V3R-80b9454e29b2,Enter DC code in the tax panel without Devanagari rewrite (acr case 46),DC,,,,,,
V3R-80f595e8e344,Please update the schedule field in the English settings panel,schedule,,,,,,
V3R-8135f122a8d2,check book once before posting — context unclear,book,,,,,,
V3R-815594d8a919,yo baaki last week ko ho,baaki,,,,,,
V3R-816dcd4bf032,Do not mutate protected token TXN-SYN-778899-R034 inside the posting draft case 34 (synthetic transaction token),TXN-SYN-778899-R034,,,,,,
V3R-81a3b3113ce3,malik ji aamdani report pathaunuhos,aamdani,,,,,,
V3R-8206c1590bba,alignment challenge 42: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-823f6c798a5f,aaja warning ko hisab milaaidim ra baaki clear gara,warning,,,,,,
V3R-827ba0f42f75,check slip once before posting — context unclear,slip,,,,,,
V3R-829fc3d74b01,maybe sign means English UI or Romanized Nepali — reviewer must decide (case 26),sign,,,,,,
V3R-82c81f5a8885,alignment challenge 13: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-8368cb0370be,Keep so as Latin identity for the ERP toolbar label,so,,,,,,
V3R-83ad6ad03084,aaja stock hisab milaaidim please,stock,,,,,,
V3R-84c1d485800b,check print once before posting — context unclear,print,,,,,,
V3R-84cb8f25f89d,aaja rate ko hisab milaaidim ra baaki clear gara,rate,,,,,,
V3R-84f87dad7cb5,branch ledger: posted entry ra hamro baaki milaaune,posted,,,,,,
V3R-851ed6dfa9b3,Please update the link field in the English settings panel,link,,,,,,
V3R-85358c5ddd6f,maybe account means English UI or Romanized Nepali — reviewer must decide (case 12),account,,,,,,
V3R-85a5f30807fd,Please open the export module and export the report,export,,,,,,
V3R-85f517d5cf5b,Please update the column field in the English settings panel,column,,,,,,
V3R-863e7cdb4045,Customer Rina Koirala paid by bank transfer yesterday (name case 44),Rina,,,,,,
V3R-8648888e090d,Create a draft balance and leave it unposted,balance,,,,,,
V3R-866e201ec625,bholi samma bhayo baaki clear garnu,bhayo,,,,,,
V3R-866f99190f8f,yo linchu last week ko ho,linchu,,,,,,
V3R-867d25f454ee,review shared surface waybill in mixed shop note before close,waybill,,,,,,
V3R-86837db0491e,Enter FIFO code in the tax panel without Devanagari rewrite (acr case 48),FIFO,,,,,,
V3R-8720845b9b7d,check bag once before posting — context unclear,bag,,,,,,
V3R-8767ab020573,Please update the batch field in the English settings panel,batch,,,,,,
V3R-87c916bd8b1f,Customer Bikash Thapa paid by bank transfer yesterday (name case 4),Bikash,,,,,,
V3R-87d63b5e3bc0,Enter FIFO code in the tax panel without Devanagari rewrite (acr case 18),FIFO,,,,,,
V3R-87e771a2f4fa,Please open the asset module and export the report,asset,,,,,,
V3R-89402f3b772d,aaja margin ko hisab milaaidim ra baaki clear gara,margin,,,,,,
V3R-898a34086f00,review shared surface challan in mixed shop note before close,challan,,,,,,
V3R-89b74e65949a,review shared surface receipt in mixed shop note before close,receipt,,,,,,
V3R-8a29267482eb,alignment challenge 34: keep surface [kharcha baaki] intact (nbsp),kharcha baaki,,,,,,
V3R-8a3470d31d49,bholi samma dinchu baaki clear garnu,dinchu,,,,,,
V3R-8a60af0e43d9,Do not transliterate the word sku in this English sentence,sku,,,,,,
V3R-8b4d57701672,Do not mutate protected token IMEI-356938035643809-R088 inside the posting draft case 88 (synthetic device id),IMEI-356938035643809-R088,,,,,,
V3R-8b4fc81723a9,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R067 inside the posting draft case 67 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R067,,,,,,
V3R-8b6c61cef28e,bechyo ra paisa mismatch bhayo,bechyo,,,,,,
V3R-8b96a2df03a9,branch ledger: journal entry ra beluka baaki milaaune,journal,,,,,,
V3R-8ba55ead657a,The shipment status must remain pending until confirm,shipment,,,,,,
V3R-8bda19cb0711,malik ji noksan report pathaunuhos,noksan,,,,,,
V3R-8bdee7b7d568,aaja note ko hisab milaaidim ra baaki clear gara,note,,,,,,
V3R-8c0ee9996353,The markup status must remain pending until confirm,markup,,,,,,
V3R-8c1b5525adac,aaja notice ko hisab milaaidim ra baaki clear gara,notice,,,,,,
V3R-8c97123577b1,bholi samma aru baaki clear garnu,aru,,,,,,
V3R-8cb8f72281a6,Sync failed for creditnote queue — retry after backup,creditnote,,,,,,
