review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-90f8a68f3ef7,aaja match ko hisab milaaidim ra baaki clear gara,match,,,,,,
V3R-912fadea2e5f,check set once before posting — context unclear,set,,,,,,
V3R-91a6f47c1df1,Do not transliterate the word carryforward in this English sentence,carryforward,,,,,,
V3R-91c37973e14c,Please open the bank module and export the report,bank,,,,,,
V3R-921d5b85e0a2,check table once before posting — context unclear,table,,,,,,
V3R-92b9cb602c35,The void status must remain pending until confirm,void,,,,,,
V3R-9406edd0bebd,Please update the memo field in the English settings panel,memo,,,,,,
V3R-9477b5a51f99,branch ledger: template entry ra kehi baaki milaaune,kehi,,,,,,
V3R-94c732dde18f,check state once before posting — context unclear,state,,,,,,
V3R-94dd02a169df,Please update the charge field in the English settings panel,charge,,,,,,
V3R-95536f5779ec,Please update the filter field in the English settings panel,filter,,,,,,
V3R-95b18b37dd6f,check check once before posting — context unclear,check,,,,,,
V3R-962bc2fdd66a,Create a draft pending and leave it unposted,pending,,,,,,
V3R-97435c1106c9,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,,,,,,
V3R-977d07af46cc,check shift once before posting — context unclear,shift,,,,,,
V3R-977ef6fb8269,The cheque status must remain pending until confirm,cheque,,,,,,
V3R-98d87e6283ed,branch ledger: fiscal entry ra mero baaki milaaune,fiscal,,,,,,
V3R-99fcd48ae47d,Please update the set field in the English settings panel,set,,,,,,
V3R-9a3d09803fd7,Create a draft balance and leave it unposted,balance,,,,,,
V3R-9ae40bbea2d5,Please update the scan field in the English settings panel,scan,,,,,,
V3R-9b7beb1ed1c7,branch ledger: customer entry ra thaha baaki milaaune,thaha,,,,,,
V3R-9bb66132c2c9,aaja card ko hisab milaaidim ra baaki clear gara,card,,,,,,
V3R-9bf2fcd24c43,check value once before posting — context unclear,value,,,,,,
V3R-9e6ea448cca4,aaja minute ko hisab milaaidim ra baaki clear gara,minute,,,,,,
V3R-9f1047c84b8b,branch ledger: freight entry ra bola baaki milaaune,freight,,,,,,
V3R-9f28192e6aa8,aaja margin ko hisab milaaidim ra baaki clear gara,margin,,,,,,
V3R-9fe181b0dae6,Filter by approve then print the ledger summary,approve,,,,,,
V3R-9ff8d0d4d943,aaja duty ko hisab milaaidim ra baaki clear gara,duty,,,,,,
V3R-a01d19442513,Keep so as Latin identity for the ERP toolbar label,so,,,,,,
V3R-a059da1c05d3,aaja state ko hisab milaaidim ra baaki clear gara,state,,,,,,
V3R-a0dabb1202b0,check batch once before posting — context unclear,batch,,,,,,
V3R-a12ade20186f,check order once before posting — context unclear,order,,,,,,
V3R-a165d3800730,review shared surface challan in mixed shop note before close,challan,,,,,,
V3R-a1777ebc3966,check bond once before posting — context unclear,bond,,,,,,
V3R-a19c4908c5dc,branch ledger: GST entry ra noksan baaki milaaune,GST,,,,,,
V3R-a1d9e20fbdfc,Please update the draft field in the English settings panel,draft,,,,,,
V3R-a222807d63c0,branch ledger: VAT entry ra aamdani baaki milaaune,VAT,,,,,,
V3R-a2574e23f018,Do not transliterate the word equity in this English sentence,equity,,,,,,
V3R-a261eaaad232,Sync failed for credit queue — retry after backup,credit,,,,,,
V3R-a42fc44b2b15,aaja pricelist ko hisab milaaidim ra baaki clear gara,pricelist,,,,,,
V3R-a4d7dd18c298,Please update the rate field in the English settings panel,rate,,,,,,
V3R-a5021b261f56,Please update the floor field in the English settings panel,floor,,,,,,
V3R-a5173205a627,aaja mode ko hisab milaaidim ra baaki clear gara,mode,,,,,,
V3R-a544ae945d41,Please update the line field in the English settings panel,line,,,,,,
V3R-a5ead2863bee,Please open the proforma module and export the report,proforma,,,,,,
V3R-a669e94897bb,Sync failed for settlement queue — retry after backup,settlement,,,,,,
V3R-a70abc2fd4dc,aaja cap ko hisab milaaidim ra baaki clear gara,cap,,,,,,
V3R-a7340a4bd760,Create a draft dashboard and leave it unposted,dashboard,,,,,,
V3R-a7bc692a581b,Please update the schedule field in the English settings panel,schedule,,,,,,
V3R-a8260bbf220f,branch ledger: depreciation entry ra aba baaki milaaune,aba,,,,,,
V3R-a8eff1d35ffc,Keep annual as Latin identity for the ERP toolbar label,annual,,,,,,
V3R-a8f30280b2dc,Please open the ewaybill module and export the report,ewaybill,,,,,,
V3R-a8f4d72568ad,Create a draft challan and leave it unposted,challan,,,,,,
V3R-a9524600acf6,branch ledger: manager entry ra chhaina baaki milaaune,chhaina,,,,,,
V3R-a98e954aa301,review shared surface id in mixed shop note before close,id,,,,,,
V3R-aa82fcac28cc,The transport status must remain pending until confirm,transport,,,,,,
V3R-aa976a560b71,aaja notice ko hisab milaaidim ra baaki clear gara,notice,,,,,,
V3R-ab1ab35b4793,aaja status ko hisab milaaidim ra baaki clear gara,status,,,,,,
V3R-ab56f478030e,aaja batch ko hisab milaaidim ra baaki clear gara,batch,,,,,,
V3R-ace44e58df19,aaja type ko hisab milaaidim ra baaki clear gara,type,,,,,,
V3R-addcb790b7be,aaja folder ko hisab milaaidim ra baaki clear gara,folder,,,,,,
V3R-ade5ca5235da,Please update the bank field in the English settings panel,bank,,,,,,
V3R-aedf32bc1d4b,check right once before posting — context unclear,right,,,,,,
V3R-af13f08de00a,Please update the search field in the English settings panel,search,,,,,,
V3R-af64436ce1f8,Please update the mark field in the English settings panel,mark,,,,,,
V3R-b005c9c48fe5,Please update the choice field in the English settings panel,choice,,,,,,
V3R-b0b99adc070f,aaja lot ko hisab milaaidim ra baaki clear gara,lot,,,,,,
V3R-b12a96649a8c,check stamp once before posting — context unclear,stamp,,,,,,
V3R-b159be207b0c,Please update the state field in the English settings panel,state,,,,,,
V3R-b18a74a52dae,check choice once before posting — context unclear,choice,,,,,,
V3R-b1e7cbac70d4,aaja upload ko hisab milaaidim ra baaki clear gara,upload,,,,,,
V3R-b226042e5fad,Keep headquarters as Latin identity for the ERP toolbar label,headquarters,,,,,,
V3R-b34c7d5c96b1,Please update the lot field in the English settings panel,lot,,,,,,
V3R-b37363a8d140,Please update the hit field in the English settings panel,hit,,,,,,
V3R-b454216bb38e,Please update the graph field in the English settings panel,graph,,,,,,
V3R-b454401bb625,branch ledger: loss entry ra kinyo baaki milaaune,loss,,,,,,
V3R-b47707db4d76,Keep rebate as Latin identity for the ERP toolbar label,rebate,,,,,,
V3R-b4baf0204eba,branch ledger: amortization entry ra aile baaki milaaune,amortization,,,,,,
V3R-b5213febd201,check return once before posting — context unclear,return,,,,,,
V3R-b5d1ad1db651,Accounting staff asked about packaging settings in Ask MokXya,packaging,,,,,,
V3R-b74bc513e21c,review shared surface tin in mixed shop note before close,tin,,,,,,
V3R-b78621b20b16,aaja tag ko hisab milaaidim ra baaki clear gara,tag,,,,,,
V3R-b7d5f4acb983,aaja agenda ko hisab milaaidim ra baaki clear gara,agenda,,,,,,
V3R-b816eb5a2565,branch ledger: transport entry ra suna baaki milaaune,suna,,,,,,
V3R-b8421582ad9a,review shared surface waybill in mixed shop note before close,waybill,,,,,,
V3R-b846d14748e5,branch ledger: warehouse entry ra huncha baaki milaaune,huncha,,,,,,
V3R-b84d9916226f,check spread once before posting — context unclear,spread,,,,,,
V3R-b8592fe9a52f,Please update the list field in the English settings panel,list,,,,,,
V3R-b89835039049,Please update the copy field in the English settings panel,copy,,,,,,
V3R-b8cd0d142f95,The receipt status must remain pending until confirm,receipt,,,,,,
V3R-b8eef4c90025,Please update the batch field in the English settings panel,batch,,,,,,
V3R-b9250ee545ab,Please update the peak field in the English settings panel,peak,,,,,,
V3R-b95ca513f3c4,review shared surface sku in mixed shop note before close,sku,,,,,,
V3R-b960232025d7,branch ledger: receipt entry ra hijo baaki milaaune,hijo,,,,,,
V3R-b979dbf116a6,Sync failed for USD queue — retry after backup,USD,,,,,,
V3R-b98d092c8912,aaja sheet ko hisab milaaidim ra baaki clear gara,sheet,,,,,,
V3R-b9d0d62f500c,aaja rule ko hisab milaaidim ra baaki clear gara,rule,,,,,,
V3R-ba76c92d1b6d,branch ledger: income entry ra lejhar baaki milaaune,income,,,,,,
V3R-bb3a2a977534,Please update the margin field in the English settings panel,margin,,,,,,
V3R-bb416e17ec91,Please update the info field in the English settings panel,info,,,,,,
V3R-bb9f6a4a6fd0,check clause once before posting — context unclear,clause,,,,,,
V3R-bbd4e0e4f0cb,check term once before posting — context unclear,term,,,,,,
V3R-bcae03a44559,branch ledger: tax entry ra kharcha baaki milaaune,kharcha,,,,,,
V3R-bcc0878ef38a,Please open the fee module and export the report,fee,,,,,,
V3R-bce1d06c0b53,branch ledger: backup entry ra naramro baaki milaaune,naramro,,,,,,
V3R-bcefd3e58194,aaja cell ko hisab milaaidim ra baaki clear gara,cell,,,,,,
V3R-bd27f4ae58c6,aaja download ko hisab milaaidim ra baaki clear gara,download,,,,,,
V3R-bd72f0cf1250,Filter by debit then print the ledger summary,debit,,,,,,
V3R-bdaab59250c6,Keep restore as Latin identity for the ERP toolbar label,restore,,,,,,
V3R-bdc55abe6a3a,aaja code ko hisab milaaidim ra baaki clear gara,code,,,,,,
V3R-bf66b25fe66d,check peak once before posting — context unclear,peak,,,,,,
V3R-bfbd7207fd81,branch ledger: sync entry ra ramro baaki milaaune,sync,,,,,,
V3R-bfe5574a2035,Please update the pricelist field in the English settings panel,pricelist,,,,,,
V3R-c0c99152d8d6,Accounting staff asked about office settings in Ask MokXya,office,,,,,,
V3R-c1b3f585f05b,check list once before posting — context unclear,list,,,,,,
V3R-c1bd8118a570,check miss once before posting — context unclear,miss,,,,,,
V3R-c1c8101fe31b,Sync failed for variance queue — retry after backup,variance,,,,,,
V3R-c1ed5a0a53f1,branch ledger: reconcile entry ra paisa baaki milaaune,paisa,,,,,,
V3R-c2060457d556,check series once before posting — context unclear,series,,,,,,
V3R-c23c7f55db6d,check seal once before posting — context unclear,seal,,,,,,
V3R-c29ca4e384a3,Sync failed for report queue — retry after backup,report,,,,,,
V3R-c4117fc53b72,check filter once before posting — context unclear,filter,,,,,,
V3R-c430e69730c0,check schedule once before posting — context unclear,schedule,,,,,,
V3R-c45a3ee2db04,Accounting staff asked about expense settings in Ask MokXya,expense,,,,,,
V3R-c48d8d79740b,check field once before posting — context unclear,field,,,,,,
V3R-c596cc903ab9,Keep budget as Latin identity for the ERP toolbar label,budget,,,,,,
V3R-c5d88e244da9,Please update the catalogue field in the English settings panel,catalogue,,,,,,
V3R-c64bd5b87786,check line once before posting — context unclear,line,,,,,,
V3R-c65937892221,aaja row ko hisab milaaidim ra baaki clear gara,row,,,,,,
V3R-c6a3b805e792,Accounting staff asked about cashflow settings in Ask MokXya,cashflow,,,,,,
V3R-c87293f0bce7,review shared surface rrn in mixed shop note before close,rrn,,,,,,
V3R-c87b6a33c9f8,Please update the cell field in the English settings panel,cell,,,,,,
V3R-c8d8b4a88ad9,aaja mark ko hisab milaaidim ra baaki clear gara,mark,,,,,,
V3R-c8fe1f87ae5a,aaja list ko hisab milaaidim ra baaki clear gara,list,,,,,,
V3R-c971bdb5a50d,The shipment status must remain pending until confirm,shipment,,,,,,
V3R-c9a5fc4a695e,Please update the class field in the English settings panel,class,,,,,,
V3R-c9fbb774f7f2,branch ledger: invoice entry ra aaja baaki milaaune,invoice,,,,,,
V3R-ca7efcd54b2d,review shared surface manifest in mixed shop note before close,manifest,,,,,,
V3R-cb37907917b1,aaja range ko hisab milaaidim ra baaki clear gara,range,,,,,,
V3R-cbb159d764d0,aaja schedule ko hisab milaaidim ra baaki clear gara,schedule,,,,,,
V3R-cbda31ed04c1,check sign once before posting — context unclear,sign,,,,,,
V3R-cc3e9d33cc63,Please update the debit field in the English settings panel,debit,,,,,,
V3R-cc7a01345558,branch ledger: inventory entry ra gara baaki milaaune,gara,,,,,,
V3R-cca12875ccc7,Do not transliterate the word sync in this English sentence,sync,,,,,,
V3R-ccf9fe79fccd,Please update the seal field in the English settings panel,seal,,,,,,
V3R-cd6164213845,Please update the balance field in the English settings panel,balance,,,,,,
V3R-cdc7e6ae2e40,Please update the stamp field in the English settings panel,stamp,,,,,,
V3R-cdfd5f82950c,Please open the branch module and export the report,branch,,,,,,
V3R-ce0b9edc3116,check book once before posting — context unclear,book,,,,,,
V3R-d014f262c54b,check floor once before posting — context unclear,floor,,,,,,
V3R-d077d4918318,check debit once before posting — context unclear,debit,,,,,,
V3R-d1d0b3194c12,aaja alert ko hisab milaaidim ra baaki clear gara,alert,,,,,,
V3R-d1fccfe3427f,aaja warranty ko hisab milaaidim ra baaki clear gara,warranty,,,,,,
V3R-d1fe69cafd89,Sync failed for weekly queue — retry after backup,weekly,,,,,,
V3R-d2ed931b9639,review shared surface offer in mixed shop note before close,offer,,,,,,
V3R-d382b0280389,aaja set ko hisab milaaidim ra baaki clear gara,set,,,,,,
V3R-d3c9ec5777f4,Sync failed for serial queue — retry after backup,serial,,,,,,
V3R-d40b32b21ac4,aaja bill ko hisab milaaidim ra baaki clear gara,bill,,,,,,
V3R-d412a050e825,check gate once before posting — context unclear,gate,,,,,,
V3R-d4735514fe85,Please update the path field in the English settings panel,path,,,,,,
V3R-d4774dc29171,branch ledger: carryforward entry ra samma baaki milaaune,carryforward,,,,,,
V3R-d48b37273270,Please update the card field in the English settings panel,card,,,,,,
V3R-d56f24a778cb,aaja entry ko hisab milaaidim ra baaki clear gara,entry,,,,,,
V3R-d5ab6216954e,Keep tcs as Latin identity for the ERP toolbar label,tcs,,,,,,
V3R-d7060c476a26,check memo once before posting — context unclear,memo,,,,,,
V3R-d7c56805e338,Create a draft warranty and leave it unposted,warranty,,,,,,
V3R-d8fba05e97e0,check match once before posting — context unclear,match,,,,,,
V3R-d91468725cc7,Sync failed for reject queue — retry after backup,reject,,,,,,
V3R-d91cf275af0e,Accounting staff asked about customer settings in Ask MokXya,customer,,,,,,
V3R-d9bc0946447f,Please open the export module and export the report,export,,,,,,
V3R-d9dfc395ea88,review shared surface agreement in mixed shop note before close,agreement,,,,,,
V3R-da31ab00c761,Please update the print field in the English settings panel,print,,,,,,
V3R-dab205d804ff,Filter by lot then print the ledger summary,lot,,,,,,
V3R-dbb398055ac6,review shared surface deal in mixed shop note before close,deal,,,,,,
V3R-dbb78a7ab87b,Keep VAT as Latin identity for the ERP toolbar label,VAT,,,,,,
V3R-dbbcbee7023d,Please update the minute field in the English settings panel,minute,,,,,,
V3R-dbf2ccabda16,Accounting staff asked about ledger settings in Ask MokXya,ledger,,,,,,
V3R-dd1128b190d3,check calendar once before posting — context unclear,calendar,,,,,,
V3R-dda49869526d,branch ledger: office entry ra thiyo baaki milaaune,thiyo,,,,,,
V3R-de0f641145ff,The template status must remain pending until confirm,template,,,,,,
V3R-de521d184e1d,Do not transliterate the word supplier in this English sentence,supplier,,,,,,
V3R-debae48f46dc,check search once before posting — context unclear,search,,,,,,
V3R-df871b87d761,branch ledger: adjustment entry ra pachi baaki milaaune,pachi,,,,,,
V3R-e04324adb9a0,Create a draft discount and leave it unposted,discount,,,,,,
V3R-e0c78b7e7e2a,Please update the ticket field in the English settings panel,ticket,,,,,,
V3R-e11ed64aab42,Please update the mode field in the English settings panel,mode,,,,,,
V3R-e1a294f79c24,aaja role ko hisab milaaidim ra baaki clear gara,role,,,,,,
V3R-e30e12b84154,Sync failed for return queue — retry after backup,return,,,,,,
V3R-e31fd858f6d6,Do not transliterate the word logistics in this English sentence,logistics,,,,,,
V3R-e36403e675ba,Please update the permission field in the English settings panel,permission,,,,,,
V3R-e41a0228373c,Do not transliterate the word draft in this English sentence,draft,,,,,,
V3R-e41cd7b68963,Accounting staff asked about rounding settings in Ask MokXya,rounding,,,,,,
V3R-e448ded91cf1,aaja credit ko hisab milaaidim ra baaki clear gara,credit,,,,,,
V3R-e47664c6d013,Please update the box field in the English settings panel,box,,,,,,
V3R-e4d9b65f110e,branch ledger: draft entry ra aru baaki milaaune,draft,,,,,,
V3R-e4eadbcacc4c,branch ledger: export entry ra jaanu baaki milaaune,export,,,,,,
V3R-e521f92824a3,aaja spread ko hisab milaaidim ra baaki clear gara,spread,,,,,,
V3R-e54822ff93f4,check option once before posting — context unclear,option,,,,,,
V3R-e55449e9d81f,Please update the option field in the English settings panel,option,,,,,,
V3R-e5909b42c003,Please open the opening module and export the report,opening,,,,,,
V3R-e593bf3c852d,Filter by grn then print the ledger summary,grn,,,,,,
V3R-e697169f7224,check query once before posting — context unclear,query,,,,,,
V3R-e6a4c16c45b6,branch ledger: void entry ra timro baaki milaaune,timro,,,,,,
V3R-e75852ec3868,aaja term ko hisab milaaidim ra baaki clear gara,term,,,,,,
V3R-e7b652000bd6,review shared surface ean in mixed shop note before close,ean,,,,,,
V3R-e87f6cd986e6,Please update the range field in the English settings panel,range,,,,,,
V3R-e92ff81b2fd0,Please update the root field in the English settings panel,root,,,,,,
V3R-e97009891527,Keep income as Latin identity for the ERP toolbar label,income,,,,,,
V3R-e98209574235,branch ledger: payroll entry ra byaj baaki milaaune,byaj,,,,,,
V3R-e99dba332cb7,branch ledger: confirm entry ra ani baaki milaaune,ani,,,,,,
V3R-e9eab2928dd0,aaja right ko hisab milaaidim ra baaki clear gara,right,,,,,,
V3R-e9f2e258cb69,branch ledger: contractor entry ra chha baaki milaaune,chha,,,,,,
V3R-eaa2e04be0cd,aaja slip ko hisab milaaidim ra baaki clear gara,slip,,,,,,
V3R-eaa4c6b20df1,branch ledger: module entry ra aayo baaki milaaune,aayo,,,,,,
V3R-eb15f5fdc374,Please update the result field in the English settings panel,result,,,,,,
V3R-eb5f09909c7c,aaja sign ko hisab milaaidim ra baaki clear gara,sign,,,,,,
V3R-ec092f662f6a,branch ledger: headquarters entry ra thyo baaki milaaune,headquarters,,,,,,
V3R-ec2b39281d51,branch ledger: equity entry ra dinchu baaki milaaune,equity,,,,,,
V3R-ec313ee5c23e,review shared surface vat in mixed shop note before close,vat,,,,,,
V3R-ec6055c669aa,check form once before posting — context unclear,form,,,,,,
V3R-ec7931aac30b,check bill once before posting — context unclear,bill,,,,,,
V3R-ecbf465eee84,check upload once before posting — context unclear,upload,,,,,,
V3R-eccad7288123,branch ledger: profit entry ra jabaj baaki milaaune,jabaj,,,,,,
V3R-ed0425b71389,branch ledger: dashboard entry ra basnu baaki milaaune,basnu,,,,,,
V3R-ed446fef1c46,Do not transliterate the word interest in this English sentence,interest,,,,,,
V3R-ed4bf79fd51d,Keep purchase as Latin identity for the ERP toolbar label,purchase,,,,,,
V3R-ed4f18176822,review shared surface batchno in mixed shop note before close,batchno,,,,,,
V3R-ed8d61a3e411,Please update the note field in the English settings panel,note,,,,,,
V3R-eee8dbdf7283,branch ledger: username entry ra dherai baaki milaaune,username,,,,,,
V3R-ef1dee8fb20d,branch ledger: expense entry ra khata baaki milaaune,khata,,,,,,
V3R-ef4a4fd00257,Please update the gate field in the English settings panel,gate,,,,,,
V3R-f11e547d9b55,The quotation status must remain pending until confirm,quotation,,,,,,
V3R-f126e203696c,Please update the share field in the English settings panel,share,,,,,,
V3R-f18dd128a2e1,aaja page ko hisab milaaidim ra baaki clear gara,page,,,,,,
V3R-f193d1a13be5,Keep provision as Latin identity for the ERP toolbar label,provision,,,,,,
V3R-f1ad9313c853,branch ledger: balance entry ra mahina baaki milaaune,mahina,,,,,,
V3R-f2ea35825c2b,Please open the total module and export the report,total,,,,,,
V3R-f32ca3590a11,Please update the file field in the English settings panel,file,,,,,,
V3R-f34bd039e79d,Sync failed for username queue — retry after backup,username,,,,,,
V3R-f3e136e94282,Filter by NPR then print the ledger summary,NPR,,,,,,
V3R-f3edbd35dc4b,review shared surface serial in mixed shop note before close,serial,,,,,,
V3R-f3f53ca36776,Please update the guarantee field in the English settings panel,guarantee,,,,,,
V3R-f43d52c0ce93,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,,,,,,
V3R-f57aad742da1,Sync failed for rate queue — retry after backup,rate,,,,,,
V3R-f5ed03ea8fb2,Please update the access field in the English settings panel,access,,,,,,
V3R-f5f306640f8c,check account once before posting — context unclear,account,,,,,,
V3R-f66ef9480002,aaja catalogue ko hisab milaaidim ra baaki clear gara,catalogue,,,,,,
V3R-f6a3884e3fdf,aaja result ko hisab milaaidim ra baaki clear gara,result,,,,,,
V3R-f6dab734d18e,aaja clause ko hisab milaaidim ra baaki clear gara,clause,,,,,,
V3R-f71f480923c4,Please open the delivery module and export the report,delivery,,,,,,
V3R-f7e0d707df70,check mark once before posting — context unclear,mark,,,,,,
V3R-f95c9d02c942,Please update the type field in the English settings panel,type,,,,,,
V3R-f9dc043d6845,aaja error ko hisab milaaidim ra baaki clear gara,error,,,,,,
V3R-f9f8ad250ac6,review shared surface utr in mixed shop note before close,utr,,,,,,
V3R-fa501b9c293d,branch ledger: bonus entry ra baaki baaki milaaune,baaki,,,,,,
V3R-fa6f11380b27,Please open the salary module and export the report,salary,,,,,,
V3R-fac10e432121,branch ledger: journal entry ra beluka baaki milaaune,journal,,,,,,
V3R-fafce13a07c1,Please update the base field in the English settings panel,base,,,,,,
V3R-fb6d6b2cdb40,Please update the miss field in the English settings panel,miss,,,,,,
V3R-fd3f50896c75,Please update the right field in the English settings panel,right,,,,,,
V3R-fd70d4c780ca,Please update the link field in the English settings panel,link,,,,,,
V3R-fd947b1a10c4,check draft once before posting — context unclear,draft,,,,,,
V3R-ff7755c41f0d,aaja seal ko hisab milaaidim ra baaki clear gara,seal,,,,,,
