review_id,input_text,highlighted_span,candidate_index,candidate_surface,acceptability,reviewer_entered_candidate,notes
V3R-3fab673b6911,Please update the tag field in the English settings panel,tag,0,TAG,,,
V3R-3fab673b6911,Please update the tag field in the English settings panel,tag,1,tag_alt,,,
V3R-3fab673b6911,Please update the tag field in the English settings panel,tag,2,tag,,,
V3R-3fab673b6911,Please update the tag field in the English settings panel,tag,3,NONE_ACCEPTABLE,,,
V3R-401598bcde7c,Filter by profit then print the ledger summary,profit,0,profit,,,
V3R-401598bcde7c,Filter by profit then print the ledger summary,profit,1,NONE_ACCEPTABLE,,,
V3R-4031b06dd959,aaja form ko hisab milaaidim ra baaki clear gara,form,0,NONE_ACCEPTABLE,,,
V3R-4031b06dd959,aaja form ko hisab milaaidim ra baaki clear gara,form,1,form_alt,,,
V3R-4031b06dd959,aaja form ko hisab milaaidim ra baaki clear gara,form,2,form,,,
V3R-4031b06dd959,aaja form ko hisab milaaidim ra baaki clear gara,form,3,FORM,,,
V3R-411005c16d98,Accounting staff asked about penalty settings in Ask MokXya,penalty,0,penalty,,,
V3R-411005c16d98,Accounting staff asked about penalty settings in Ask MokXya,penalty,1,NONE_ACCEPTABLE,,,
V3R-41794d6253ee,aaja order ko hisab milaaidim ra baaki clear gara,order,0,ORDER,,,
V3R-41794d6253ee,aaja order ko hisab milaaidim ra baaki clear gara,order,1,order_alt,,,
V3R-41794d6253ee,aaja order ko hisab milaaidim ra baaki clear gara,order,2,order,,,
V3R-41794d6253ee,aaja order ko hisab milaaidim ra baaki clear gara,order,3,NONE_ACCEPTABLE,,,
V3R-418ce4bb00ea,check limit once before posting — context unclear,limit,0,LIMIT,,,
V3R-418ce4bb00ea,check limit once before posting — context unclear,limit,1,NONE_ACCEPTABLE,,,
V3R-418ce4bb00ea,check limit once before posting — context unclear,limit,2,limit,,,
V3R-418ce4bb00ea,check limit once before posting — context unclear,limit,3,limit_alt,,,
V3R-41cfa03babd1,aaja root ko hisab milaaidim ra baaki clear gara,root,0,NONE_ACCEPTABLE,,,
V3R-41cfa03babd1,aaja root ko hisab milaaidim ra baaki clear gara,root,1,root,,,
V3R-41cfa03babd1,aaja root ko hisab milaaidim ra baaki clear gara,root,2,ROOT,,,
V3R-41cfa03babd1,aaja root ko hisab milaaidim ra baaki clear gara,root,3,root_alt,,,
V3R-41ea38ed362e,Please update the sheet field in the English settings panel,sheet,0,sheet,,,
V3R-41ea38ed362e,Please update the sheet field in the English settings panel,sheet,1,SHEET,,,
V3R-41ea38ed362e,Please update the sheet field in the English settings panel,sheet,2,sheet_alt,,,
V3R-41ea38ed362e,Please update the sheet field in the English settings panel,sheet,3,NONE_ACCEPTABLE,,,
V3R-427c38595892,Please update the agenda field in the English settings panel,agenda,0,agenda,,,
V3R-427c38595892,Please update the agenda field in the English settings panel,agenda,1,NONE_ACCEPTABLE,,,
V3R-427c38595892,Please update the agenda field in the English settings panel,agenda,2,AGENDA,,,
V3R-427c38595892,Please update the agenda field in the English settings panel,agenda,3,agenda_alt,,,
V3R-4360dc5bd9dc,aaja access ko hisab milaaidim ra baaki clear gara,access,0,access,,,
V3R-4360dc5bd9dc,aaja access ko hisab milaaidim ra baaki clear gara,access,1,NONE_ACCEPTABLE,,,
V3R-4360dc5bd9dc,aaja access ko hisab milaaidim ra baaki clear gara,access,2,ACCESS,,,
V3R-4360dc5bd9dc,aaja access ko hisab milaaidim ra baaki clear gara,access,3,access_alt,,,
V3R-43ea050a2624,review shared surface contract in mixed shop note before close,contract,0,NONE_ACCEPTABLE,,,
V3R-43ea050a2624,review shared surface contract in mixed shop note before close,contract,1,contract,,,
V3R-43eccf62cea3,check box once before posting — context unclear,box,0,NONE_ACCEPTABLE,,,
V3R-43eccf62cea3,check box once before posting — context unclear,box,1,box,,,
V3R-43eccf62cea3,check box once before posting — context unclear,box,2,BOX,,,
V3R-43eccf62cea3,check box once before posting — context unclear,box,3,box_alt,,,
V3R-43ef2b2f7b57,aaja warning ko hisab milaaidim ra baaki clear gara,warning,0,NONE_ACCEPTABLE,,,
V3R-43ef2b2f7b57,aaja warning ko hisab milaaidim ra baaki clear gara,warning,1,WARNING,,,
V3R-43ef2b2f7b57,aaja warning ko hisab milaaidim ra baaki clear gara,warning,2,warning_alt,,,
V3R-43ef2b2f7b57,aaja warning ko hisab milaaidim ra baaki clear gara,warning,3,warning,,,
V3R-43f3f9c8cbb4,Accounting staff asked about backup settings in Ask MokXya,backup,0,backup,,,
V3R-43f3f9c8cbb4,Accounting staff asked about backup settings in Ask MokXya,backup,1,NONE_ACCEPTABLE,,,
V3R-44a97031bf2a,Create a draft INR and leave it unposted,INR,0,NONE_ACCEPTABLE,,,
V3R-44a97031bf2a,Create a draft INR and leave it unposted,INR,1,INR,,,
V3R-44ece77b6d90,Create a draft amount and leave it unposted,amount,0,amount,,,
V3R-44ece77b6d90,Create a draft amount and leave it unposted,amount,1,NONE_ACCEPTABLE,,,
V3R-459043c5d75d,aaja graph ko hisab milaaidim ra baaki clear gara,graph,0,graph,,,
V3R-459043c5d75d,aaja graph ko hisab milaaidim ra baaki clear gara,graph,1,graph_alt,,,
V3R-459043c5d75d,aaja graph ko hisab milaaidim ra baaki clear gara,graph,2,NONE_ACCEPTABLE,,,
V3R-459043c5d75d,aaja graph ko hisab milaaidim ra baaki clear gara,graph,3,GRAPH,,,
V3R-46444cf46707,Please update the credit field in the English settings panel,credit,0,credit,,,
V3R-46444cf46707,Please update the credit field in the English settings panel,credit,1,NONE_ACCEPTABLE,,,
V3R-46444cf46707,Please update the credit field in the English settings panel,credit,2,credit_alt,,,
V3R-46444cf46707,Please update the credit field in the English settings panel,credit,3,CREDIT,,,
V3R-46a0e4f9c2e7,Keep journal as Latin identity for the ERP toolbar label,journal,0,NONE_ACCEPTABLE,,,
V3R-46a0e4f9c2e7,Keep journal as Latin identity for the ERP toolbar label,journal,1,journal,,,
V3R-46a9c18bfee3,Keep batch as Latin identity for the ERP toolbar label,batch,0,batch,,,
V3R-46a9c18bfee3,Keep batch as Latin identity for the ERP toolbar label,batch,1,NONE_ACCEPTABLE,,,
V3R-4734204d8bc9,aaja gate ko hisab milaaidim ra baaki clear gara,gate,0,NONE_ACCEPTABLE,,,
V3R-4734204d8bc9,aaja gate ko hisab milaaidim ra baaki clear gara,gate,1,gate_alt,,,
V3R-4734204d8bc9,aaja gate ko hisab milaaidim ra baaki clear gara,gate,2,gate,,,
V3R-4734204d8bc9,aaja gate ko hisab milaaidim ra baaki clear gara,gate,3,GATE,,,
V3R-47bf3c319030,check sort once before posting — context unclear,sort,0,sort_alt,,,
V3R-47bf3c319030,check sort once before posting — context unclear,sort,1,SORT,,,
V3R-47bf3c319030,check sort once before posting — context unclear,sort,2,NONE_ACCEPTABLE,,,
V3R-47bf3c319030,check sort once before posting — context unclear,sort,3,sort,,,
V3R-48e121aa080c,Please update the condition field in the English settings panel,condition,0,condition_alt,,,
V3R-48e121aa080c,Please update the condition field in the English settings panel,condition,1,NONE_ACCEPTABLE,,,
V3R-48e121aa080c,Please update the condition field in the English settings panel,condition,2,CONDITION,,,
V3R-48e121aa080c,Please update the condition field in the English settings panel,condition,3,condition,,,
V3R-49015e87549e,aaja note ko hisab milaaidim ra baaki clear gara,note,0,NONE_ACCEPTABLE,,,
V3R-49015e87549e,aaja note ko hisab milaaidim ra baaki clear gara,note,1,note,,,
V3R-49015e87549e,aaja note ko hisab milaaidim ra baaki clear gara,note,2,NOTE,,,
V3R-49015e87549e,aaja note ko hisab milaaidim ra baaki clear gara,note,3,note_alt,,,
V3R-49591728b679,Please update the status field in the English settings panel,status,0,NONE_ACCEPTABLE,,,
V3R-49591728b679,Please update the status field in the English settings panel,status,1,status,,,
V3R-49591728b679,Please update the status field in the English settings panel,status,2,status_alt,,,
V3R-49591728b679,Please update the status field in the English settings panel,status,3,STATUS,,,
V3R-4a73bc91841a,aaja check ko hisab milaaidim ra baaki clear gara,check,0,NONE_ACCEPTABLE,,,
V3R-4a73bc91841a,aaja check ko hisab milaaidim ra baaki clear gara,check,1,check_alt,,,
V3R-4a73bc91841a,aaja check ko hisab milaaidim ra baaki clear gara,check,2,check,,,
V3R-4a73bc91841a,aaja check ko hisab milaaidim ra baaki clear gara,check,3,CHECK,,,
V3R-4abb4ebf3f34,aaja filter ko hisab milaaidim ra baaki clear gara,filter,0,filter,,,
V3R-4abb4ebf3f34,aaja filter ko hisab milaaidim ra baaki clear gara,filter,1,FILTER,,,
V3R-4abb4ebf3f34,aaja filter ko hisab milaaidim ra baaki clear gara,filter,2,filter_alt,,,
V3R-4abb4ebf3f34,aaja filter ko hisab milaaidim ra baaki clear gara,filter,3,NONE_ACCEPTABLE,,,
V3R-4b4fa8766cf3,Create a draft debitnote and leave it unposted,debitnote,0,debitnote,,,
V3R-4b4fa8766cf3,Create a draft debitnote and leave it unposted,debitnote,1,NONE_ACCEPTABLE,,,
V3R-4b585ff6b535,aaja share ko hisab milaaidim ra baaki clear gara,share,0,share_alt,,,
V3R-4b585ff6b535,aaja share ko hisab milaaidim ra baaki clear gara,share,1,NONE_ACCEPTABLE,,,
V3R-4b585ff6b535,aaja share ko hisab milaaidim ra baaki clear gara,share,2,SHARE,,,
V3R-4b585ff6b535,aaja share ko hisab milaaidim ra baaki clear gara,share,3,share,,,
V3R-4bcd8febc4f2,check catalogue once before posting — context unclear,catalogue,0,CATALOGUE,,,
V3R-4bcd8febc4f2,check catalogue once before posting — context unclear,catalogue,1,catalogue,,,
V3R-4bcd8febc4f2,check catalogue once before posting — context unclear,catalogue,2,catalogue_alt,,,
V3R-4bcd8febc4f2,check catalogue once before posting — context unclear,catalogue,3,NONE_ACCEPTABLE,,,
V3R-4c011c65d8f6,check node once before posting — context unclear,node,0,node,,,
V3R-4c011c65d8f6,check node once before posting — context unclear,node,1,NODE,,,
V3R-4c011c65d8f6,check node once before posting — context unclear,node,2,NONE_ACCEPTABLE,,,
V3R-4c011c65d8f6,check node once before posting — context unclear,node,3,node_alt,,,
V3R-4c050e96f108,check pass once before posting — context unclear,pass,0,pass,,,
V3R-4c050e96f108,check pass once before posting — context unclear,pass,1,PASS,,,
V3R-4c050e96f108,check pass once before posting — context unclear,pass,2,pass_alt,,,
V3R-4c050e96f108,check pass once before posting — context unclear,pass,3,NONE_ACCEPTABLE,,,
V3R-4c659eb42d73,branch ledger: allowance entry ra hisab baaki milaaune,allowance,0,NONE_ACCEPTABLE,,,
V3R-4c659eb42d73,branch ledger: allowance entry ra hisab baaki milaaune,allowance,1,allowance,,,
V3R-4c659eb42d73,branch ledger: allowance entry ra hisab baaki milaaune,allowance,2,hisab,,,
V3R-4ca8705934e3,branch ledger: return entry ra rakha baaki milaaune,return,0,return,,,
V3R-4ca8705934e3,branch ledger: return entry ra rakha baaki milaaune,return,1,NONE_ACCEPTABLE,,,
V3R-4ca8705934e3,branch ledger: return entry ra rakha baaki milaaune,return,2,rakha,,,
V3R-4cc8504f044a,check margin once before posting — context unclear,margin,0,NONE_ACCEPTABLE,,,
V3R-4cc8504f044a,check margin once before posting — context unclear,margin,1,margin,,,
V3R-4cc8504f044a,check margin once before posting — context unclear,margin,2,MARGIN,,,
V3R-4cc8504f044a,check margin once before posting — context unclear,margin,3,margin_alt,,,
V3R-4cd86c0706b4,aaja table ko hisab milaaidim ra baaki clear gara,table,0,NONE_ACCEPTABLE,,,
V3R-4cd86c0706b4,aaja table ko hisab milaaidim ra baaki clear gara,table,1,table_alt,,,
V3R-4cd86c0706b4,aaja table ko hisab milaaidim ra baaki clear gara,table,2,TABLE,,,
V3R-4cd86c0706b4,aaja table ko hisab milaaidim ra baaki clear gara,table,3,table,,,
V3R-4cfa8b592adc,Please open the configuration module and export the report,configuration,0,configuration,,,
V3R-4cfa8b592adc,Please open the configuration module and export the report,configuration,1,NONE_ACCEPTABLE,,,
V3R-4d5614a46f00,Accounting staff asked about adjustment settings in Ask MokXya,adjustment,0,NONE_ACCEPTABLE,,,
V3R-4d5614a46f00,Accounting staff asked about adjustment settings in Ask MokXya,adjustment,1,adjustment,,,
V3R-4d8e386a5224,aaja miss ko hisab milaaidim ra baaki clear gara,miss,0,miss,,,
V3R-4d8e386a5224,aaja miss ko hisab milaaidim ra baaki clear gara,miss,1,MISS,,,
V3R-4d8e386a5224,aaja miss ko hisab milaaidim ra baaki clear gara,miss,2,NONE_ACCEPTABLE,,,
V3R-4d8e386a5224,aaja miss ko hisab milaaidim ra baaki clear gara,miss,3,miss_alt,,,
V3R-4da07d670e4d,check sheet once before posting — context unclear,sheet,0,SHEET,,,
V3R-4da07d670e4d,check sheet once before posting — context unclear,sheet,1,sheet_alt,,,
V3R-4da07d670e4d,check sheet once before posting — context unclear,sheet,2,NONE_ACCEPTABLE,,,
V3R-4da07d670e4d,check sheet once before posting — context unclear,sheet,3,sheet,,,
V3R-4e25699e3484,branch ledger: import entry ra aaunu baaki milaaune,aaunu,0,aaunu,,,
V3R-4e25699e3484,branch ledger: import entry ra aaunu baaki milaaune,aaunu,1,NONE_ACCEPTABLE,,,
V3R-4e25699e3484,branch ledger: import entry ra aaunu baaki milaaune,aaunu,2,import,,,
V3R-4f462f29c923,Keep currency as Latin identity for the ERP toolbar label,currency,0,currency,,,
V3R-4f462f29c923,Keep currency as Latin identity for the ERP toolbar label,currency,1,NONE_ACCEPTABLE,,,
V3R-4f5e318c4504,aaja permission ko hisab milaaidim ra baaki clear gara,permission,0,PERMISSION,,,
V3R-4f5e318c4504,aaja permission ko hisab milaaidim ra baaki clear gara,permission,1,permission_alt,,,
V3R-4f5e318c4504,aaja permission ko hisab milaaidim ra baaki clear gara,permission,2,permission,,,
V3R-4f5e318c4504,aaja permission ko hisab milaaidim ra baaki clear gara,permission,3,NONE_ACCEPTABLE,,,
V3R-4fae795d26ee,Please update the download field in the English settings panel,download,0,download,,,
V3R-4fae795d26ee,Please update the download field in the English settings panel,download,1,DOWNLOAD,,,
V3R-4fae795d26ee,Please update the download field in the English settings panel,download,2,download_alt,,,
V3R-4fae795d26ee,Please update the download field in the English settings panel,download,3,NONE_ACCEPTABLE,,,
V3R-4fc007820f20,Sync failed for employee queue — retry after backup,employee,0,NONE_ACCEPTABLE,,,
V3R-4fc007820f20,Sync failed for employee queue — retry after backup,employee,1,employee,,,
V3R-4ff9e422c5a6,aaja lock ko hisab milaaidim ra baaki clear gara,lock,0,lock,,,
V3R-4ff9e422c5a6,aaja lock ko hisab milaaidim ra baaki clear gara,lock,1,lock_alt,,,
V3R-4ff9e422c5a6,aaja lock ko hisab milaaidim ra baaki clear gara,lock,2,NONE_ACCEPTABLE,,,
V3R-4ff9e422c5a6,aaja lock ko hisab milaaidim ra baaki clear gara,lock,3,LOCK,,,
V3R-503caff3e257,review shared surface imei in mixed shop note before close,imei,0,imei,,,
V3R-503caff3e257,review shared surface imei in mixed shop note before close,imei,1,NONE_ACCEPTABLE,,,
V3R-503e385883c9,branch ledger: provision entry ra pahila baaki milaaune,provision,0,pahila,,,
V3R-503e385883c9,branch ledger: provision entry ra pahila baaki milaaune,provision,1,NONE_ACCEPTABLE,,,
V3R-503e385883c9,branch ledger: provision entry ra pahila baaki milaaune,provision,2,provision,,,
V3R-50952a20da40,Please update the passbook field in the English settings panel,passbook,0,passbook,,,
V3R-50952a20da40,Please update the passbook field in the English settings panel,passbook,1,NONE_ACCEPTABLE,,,
V3R-50952a20da40,Please update the passbook field in the English settings panel,passbook,2,passbook_alt,,,
V3R-50952a20da40,Please update the passbook field in the English settings panel,passbook,3,PASSBOOK,,,
V3R-51936b4fea15,aaja policy ko hisab milaaidim ra baaki clear gara,policy,0,policy_alt,,,
V3R-51936b4fea15,aaja policy ko hisab milaaidim ra baaki clear gara,policy,1,POLICY,,,
V3R-51936b4fea15,aaja policy ko hisab milaaidim ra baaki clear gara,policy,2,NONE_ACCEPTABLE,,,
V3R-51936b4fea15,aaja policy ko hisab milaaidim ra baaki clear gara,policy,3,policy,,,
V3R-51e8dab8cf50,Do not transliterate the word sku in this English sentence,sku,0,NONE_ACCEPTABLE,,,
V3R-51e8dab8cf50,Do not transliterate the word sku in this English sentence,sku,1,sku,,,
V3R-522805dc4ec2,aaja print ko hisab milaaidim ra baaki clear gara,print,0,print_alt,,,
V3R-522805dc4ec2,aaja print ko hisab milaaidim ra baaki clear gara,print,1,PRINT,,,
V3R-522805dc4ec2,aaja print ko hisab milaaidim ra baaki clear gara,print,2,print,,,
V3R-522805dc4ec2,aaja print ko hisab milaaidim ra baaki clear gara,print,3,NONE_ACCEPTABLE,,,
V3R-538aeb4eb062,review shared surface license in mixed shop note before close,license,0,NONE_ACCEPTABLE,,,
V3R-538aeb4eb062,review shared surface license in mixed shop note before close,license,1,license,,,
V3R-5398e298991a,aaja menu ko hisab milaaidim ra baaki clear gara,menu,0,MENU,,,
V3R-5398e298991a,aaja menu ko hisab milaaidim ra baaki clear gara,menu,1,menu,,,
V3R-5398e298991a,aaja menu ko hisab milaaidim ra baaki clear gara,menu,2,NONE_ACCEPTABLE,,,
V3R-5398e298991a,aaja menu ko hisab milaaidim ra baaki clear gara,menu,3,menu_alt,,,
V3R-53ac64b7ad79,aaja option ko hisab milaaidim ra baaki clear gara,option,0,option_alt,,,
V3R-53ac64b7ad79,aaja option ko hisab milaaidim ra baaki clear gara,option,1,option,,,
V3R-53ac64b7ad79,aaja option ko hisab milaaidim ra baaki clear gara,option,2,OPTION,,,
V3R-53ac64b7ad79,aaja option ko hisab milaaidim ra baaki clear gara,option,3,NONE_ACCEPTABLE,,,
V3R-53e6edeebb9e,Create a draft settings and leave it unposted,settings,0,NONE_ACCEPTABLE,,,
V3R-53e6edeebb9e,Create a draft settings and leave it unposted,settings,1,settings,,,
V3R-545197a2dc2e,check share once before posting — context unclear,share,0,share_alt,,,
V3R-545197a2dc2e,check share once before posting — context unclear,share,1,SHARE,,,
V3R-545197a2dc2e,check share once before posting — context unclear,share,2,share,,,
V3R-545197a2dc2e,check share once before posting — context unclear,share,3,NONE_ACCEPTABLE,,,
V3R-546744827921,aaja rate ko hisab milaaidim ra baaki clear gara,rate,0,rate,,,
V3R-546744827921,aaja rate ko hisab milaaidim ra baaki clear gara,rate,1,NONE_ACCEPTABLE,,,
V3R-546744827921,aaja rate ko hisab milaaidim ra baaki clear gara,rate,2,RATE,,,
V3R-546744827921,aaja rate ko hisab milaaidim ra baaki clear gara,rate,3,rate_alt,,,
V3R-54ca61faff41,review shared surface discount in mixed shop note before close,discount,0,discount,,,
V3R-54ca61faff41,review shared surface discount in mixed shop note before close,discount,1,NONE_ACCEPTABLE,,,
V3R-5542e99f2d6d,Please update the key field in the English settings panel,key,0,KEY,,,
V3R-5542e99f2d6d,Please update the key field in the English settings panel,key,1,key,,,
V3R-5542e99f2d6d,Please update the key field in the English settings panel,key,2,key_alt,,,
V3R-5542e99f2d6d,Please update the key field in the English settings panel,key,3,NONE_ACCEPTABLE,,,
V3R-584e05c745d1,Create a draft kpi and leave it unposted,kpi,0,kpi,,,
V3R-584e05c745d1,Create a draft kpi and leave it unposted,kpi,1,NONE_ACCEPTABLE,,,
V3R-58669fdb0151,review shared surface permit in mixed shop note before close,permit,0,NONE_ACCEPTABLE,,,
V3R-58669fdb0151,review shared surface permit in mixed shop note before close,permit,1,permit,,,
V3R-58d69ae302f8,Please update the spread field in the English settings panel,spread,0,spread,,,
V3R-58d69ae302f8,Please update the spread field in the English settings panel,spread,1,spread_alt,,,
V3R-58d69ae302f8,Please update the spread field in the English settings panel,spread,2,SPREAD,,,
V3R-58d69ae302f8,Please update the spread field in the English settings panel,spread,3,NONE_ACCEPTABLE,,,
V3R-5a09a8385d52,Please update the check field in the English settings panel,check,0,NONE_ACCEPTABLE,,,
V3R-5a09a8385d52,Please update the check field in the English settings panel,check,1,CHECK,,,
V3R-5a09a8385d52,Please update the check field in the English settings panel,check,2,check,,,
V3R-5a09a8385d52,Please update the check field in the English settings panel,check,3,check_alt,,,
V3R-5a150b6612d8,branch ledger: daily entry ra lai baaki milaaune,lai,0,daily,,,
V3R-5a150b6612d8,branch ledger: daily entry ra lai baaki milaaune,lai,1,NONE_ACCEPTABLE,,,
V3R-5a150b6612d8,branch ledger: daily entry ra lai baaki milaaune,lai,2,lai,,,
V3R-5a4653ffc35a,Please update the order field in the English settings panel,order,0,NONE_ACCEPTABLE,,,
V3R-5a4653ffc35a,Please update the order field in the English settings panel,order,1,order_alt,,,
V3R-5a4653ffc35a,Please update the order field in the English settings panel,order,2,ORDER,,,
V3R-5a4653ffc35a,Please update the order field in the English settings panel,order,3,order,,,
V3R-5af4090c311c,Do not transliterate the word allowance in this English sentence,allowance,0,NONE_ACCEPTABLE,,,
V3R-5af4090c311c,Do not transliterate the word allowance in this English sentence,allowance,1,allowance,,,
V3R-5af49b1865f2,review shared surface receipt in mixed shop note before close,receipt,0,NONE_ACCEPTABLE,,,
V3R-5af49b1865f2,review shared surface receipt in mixed shop note before close,receipt,1,receipt,,,
V3R-5b089d29f5e7,Please update the table field in the English settings panel,table,0,TABLE,,,
V3R-5b089d29f5e7,Please update the table field in the English settings panel,table,1,NONE_ACCEPTABLE,,,
V3R-5b089d29f5e7,Please update the table field in the English settings panel,table,2,table_alt,,,
V3R-5b089d29f5e7,Please update the table field in the English settings panel,table,3,table,,,
V3R-5b12473f2f5c,branch ledger: PAN entry ra nafa baaki milaaune,nafa,0,PAN,,,
V3R-5b12473f2f5c,branch ledger: PAN entry ra nafa baaki milaaune,nafa,1,nafa,,,
V3R-5b12473f2f5c,branch ledger: PAN entry ra nafa baaki milaaune,nafa,2,NONE_ACCEPTABLE,,,
V3R-5b471e5f18a5,The warehouse status must remain pending until confirm,warehouse,0,NONE_ACCEPTABLE,,,
V3R-5b471e5f18a5,The warehouse status must remain pending until confirm,warehouse,1,warehouse,,,
V3R-5bd0d0791823,check rate once before posting — context unclear,rate,0,rate,,,
V3R-5bd0d0791823,check rate once before posting — context unclear,rate,1,rate_alt,,,
V3R-5bd0d0791823,check rate once before posting — context unclear,rate,2,NONE_ACCEPTABLE,,,
V3R-5bd0d0791823,check rate once before posting — context unclear,rate,3,RATE,,,
V3R-5c3a26e573eb,Please update the policy field in the English settings panel,policy,0,policy_alt,,,
V3R-5c3a26e573eb,Please update the policy field in the English settings panel,policy,1,policy,,,
V3R-5c3a26e573eb,Please update the policy field in the English settings panel,policy,2,POLICY,,,
V3R-5c3a26e573eb,Please update the policy field in the English settings panel,policy,3,NONE_ACCEPTABLE,,,
V3R-5c5e1d0bd7b2,aaja guarantee ko hisab milaaidim ra baaki clear gara,guarantee,0,NONE_ACCEPTABLE,,,
V3R-5c5e1d0bd7b2,aaja guarantee ko hisab milaaidim ra baaki clear gara,guarantee,1,guarantee_alt,,,
V3R-5c5e1d0bd7b2,aaja guarantee ko hisab milaaidim ra baaki clear gara,guarantee,2,GUARANTEE,,,
V3R-5c5e1d0bd7b2,aaja guarantee ko hisab milaaidim ra baaki clear gara,guarantee,3,guarantee,,,
V3R-5cc87c95846a,aaja search ko hisab milaaidim ra baaki clear gara,search,0,search_alt,,,
V3R-5cc87c95846a,aaja search ko hisab milaaidim ra baaki clear gara,search,1,NONE_ACCEPTABLE,,,
V3R-5cc87c95846a,aaja search ko hisab milaaidim ra baaki clear gara,search,2,SEARCH,,,
V3R-5cc87c95846a,aaja search ko hisab milaaidim ra baaki clear gara,search,3,search,,,
V3R-5d278b67cb1d,Please update the folder field in the English settings panel,folder,0,folder,,,
V3R-5d278b67cb1d,Please update the folder field in the English settings panel,folder,1,NONE_ACCEPTABLE,,,
V3R-5d278b67cb1d,Please update the folder field in the English settings panel,folder,2,folder_alt,,,
V3R-5d278b67cb1d,Please update the folder field in the English settings panel,folder,3,FOLDER,,,
V3R-5dd3424ae32c,branch ledger: godown entry ra bhayo baaki milaaune,godown,0,godown,,,
V3R-5dd3424ae32c,branch ledger: godown entry ra bhayo baaki milaaune,godown,1,bhayo,,,
V3R-5dd3424ae32c,branch ledger: godown entry ra bhayo baaki milaaune,godown,2,NONE_ACCEPTABLE,,,
V3R-5dd3a74c8a21,Filter by refund then print the ledger summary,refund,0,NONE_ACCEPTABLE,,,
V3R-5dd3a74c8a21,Filter by refund then print the ledger summary,refund,1,refund,,,
V3R-5e4c16199615,aaja limit ko hisab milaaidim ra baaki clear gara,limit,0,LIMIT,,,
V3R-5e4c16199615,aaja limit ko hisab milaaidim ra baaki clear gara,limit,1,limit_alt,,,
V3R-5e4c16199615,aaja limit ko hisab milaaidim ra baaki clear gara,limit,2,limit,,,
V3R-5e4c16199615,aaja limit ko hisab milaaidim ra baaki clear gara,limit,3,NONE_ACCEPTABLE,,,
V3R-5f34fa981bc5,aaja key ko hisab milaaidim ra baaki clear gara,key,0,KEY,,,
V3R-5f34fa981bc5,aaja key ko hisab milaaidim ra baaki clear gara,key,1,key_alt,,,
V3R-5f34fa981bc5,aaja key ko hisab milaaidim ra baaki clear gara,key,2,key,,,
V3R-5f34fa981bc5,aaja key ko hisab milaaidim ra baaki clear gara,key,3,NONE_ACCEPTABLE,,,
V3R-5f97277c5bab,check warning once before posting — context unclear,warning,0,warning_alt,,,
V3R-5f97277c5bab,check warning once before posting — context unclear,warning,1,warning,,,
V3R-5f97277c5bab,check warning once before posting — context unclear,warning,2,WARNING,,,
V3R-5f97277c5bab,check warning once before posting — context unclear,warning,3,NONE_ACCEPTABLE,,,
V3R-5fbc83887d59,Filter by password then print the ledger summary,password,0,NONE_ACCEPTABLE,,,
V3R-5fbc83887d59,Filter by password then print the ledger summary,password,1,password,,,
V3R-60114d7507c4,Please update the token field in the English settings panel,token,0,NONE_ACCEPTABLE,,,
V3R-60114d7507c4,Please update the token field in the English settings panel,token,1,token,,,
V3R-60114d7507c4,Please update the token field in the English settings panel,token,2,TOKEN,,,
V3R-60114d7507c4,Please update the token field in the English settings panel,token,3,token_alt,,,
V3R-60315f0fc867,aaja file ko hisab milaaidim ra baaki clear gara,file,0,FILE,,,
V3R-60315f0fc867,aaja file ko hisab milaaidim ra baaki clear gara,file,1,file_alt,,,
V3R-60315f0fc867,aaja file ko hisab milaaidim ra baaki clear gara,file,2,file,,,
V3R-60315f0fc867,aaja file ko hisab milaaidim ra baaki clear gara,file,3,NONE_ACCEPTABLE,,,
V3R-6069fbf05b7c,check base once before posting — context unclear,base,0,NONE_ACCEPTABLE,,,
V3R-6069fbf05b7c,check base once before posting — context unclear,base,1,base_alt,,,
V3R-6069fbf05b7c,check base once before posting — context unclear,base,2,BASE,,,
V3R-6069fbf05b7c,check base once before posting — context unclear,base,3,base,,,
V3R-60aff549523a,Do not transliterate the word godown in this English sentence,godown,0,NONE_ACCEPTABLE,,,
V3R-60aff549523a,Do not transliterate the word godown in this English sentence,godown,1,godown,,,
V3R-60b7c732f436,aaja series ko hisab milaaidim ra baaki clear gara,series,0,SERIES,,,
V3R-60b7c732f436,aaja series ko hisab milaaidim ra baaki clear gara,series,1,NONE_ACCEPTABLE,,,
V3R-60b7c732f436,aaja series ko hisab milaaidim ra baaki clear gara,series,2,series_alt,,,
V3R-60b7c732f436,aaja series ko hisab milaaidim ra baaki clear gara,series,3,series,,,
V3R-614265ee164f,Please update the term field in the English settings panel,term,0,TERM,,,
V3R-614265ee164f,Please update the term field in the English settings panel,term,1,term,,,
V3R-614265ee164f,Please update the term field in the English settings panel,term,2,term_alt,,,
V3R-614265ee164f,Please update the term field in the English settings panel,term,3,NONE_ACCEPTABLE,,,
V3R-620b2b646d51,Please update the alert field in the English settings panel,alert,0,ALERT,,,
V3R-620b2b646d51,Please update the alert field in the English settings panel,alert,1,alert_alt,,,
V3R-620b2b646d51,Please update the alert field in the English settings panel,alert,2,alert,,,
V3R-620b2b646d51,Please update the alert field in the English settings panel,alert,3,NONE_ACCEPTABLE,,,
