review_id,input_text,highlighted_span,candidate_index,candidate_surface,acceptability,reviewer_entered_candidate,notes
V3R-4fa1278c34e7,aaja agenda ko hisab milaaidim ra baaki clear gara,agenda,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-4fa1278c34e7,aaja agenda ko hisab milaaidim ra baaki clear gara,agenda,3,AGENDA,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-506195ba8a8b,Do not mutate protected token EMAIL-user.syn@example.test-R095 inside the posting draft case 95 (synthetic email token),EMAIL-user.syn@example.test-R095,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-506195ba8a8b,Do not mutate protected token EMAIL-user.syn@example.test-R095 inside the posting draft case 95 (synthetic email token),EMAIL-user.syn@example.test-R095,1,EMAIL-user.syn@example.test-R095,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-50a66adb514d,check download once before posting — context unclear,download,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-50a66adb514d,check download once before posting — context unclear,download,1,download,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-50a66adb514d,check download once before posting — context unclear,download,2,DOWNLOAD,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-50a66adb514d,check download once before posting — context unclear,download,3,download_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-50c3bd883ee9,maybe key means English UI or Romanized Nepali — reviewer must decide (case 35),key,0,key,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-50c3bd883ee9,maybe key means English UI or Romanized Nepali — reviewer must decide (case 35),key,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-50c3bd883ee9,maybe key means English UI or Romanized Nepali — reviewer must decide (case 35),key,2,none_acceptable,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-50d6da41db42,branch ledger: module entry ra aayo baaki milaaune,aayo,0,aayo,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-50d6da41db42,branch ledger: module entry ra aayo baaki milaaune,aayo,1,module,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-50d6da41db42,branch ledger: module entry ra aayo baaki milaaune,aayo,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-515030c19ad4,aaja table ko hisab milaaidim ra baaki clear gara,table,0,table,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-515030c19ad4,aaja table ko hisab milaaidim ra baaki clear gara,table,1,TABLE,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-515030c19ad4,aaja table ko hisab milaaidim ra baaki clear gara,table,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-515030c19ad4,aaja table ko hisab milaaidim ra baaki clear gara,table,3,table_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-516e2677baa7,Accounting staff asked about po settings in Ask MokXya,po,0,po,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-516e2677baa7,Accounting staff asked about po settings in Ask MokXya,po,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-518574f4faca,check search once before posting — context unclear,search,0,search_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-518574f4faca,check search once before posting — context unclear,search,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-518574f4faca,check search once before posting — context unclear,search,2,SEARCH,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-518574f4faca,check search once before posting — context unclear,search,3,search,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-518ca27c3eb2,malik ji dherai report pathaunuhos,dherai,0,Dherai,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-518ca27c3eb2,malik ji dherai report pathaunuhos,dherai,1,dherai,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-518ca27c3eb2,malik ji dherai report pathaunuhos,dherai,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-51f32fa14287,Do not transliterate the word interest in this English sentence,interest,0,interest,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-51f32fa14287,Do not transliterate the word interest in this English sentence,interest,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-52422f370f35,review shared surface imei in mixed shop note before close,imei,0,imei,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-52422f370f35,review shared surface imei in mixed shop note before close,imei,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5243452f2b74,aaja rate ko hisab milaaidim ra baaki clear gara,rate,0,rate,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5243452f2b74,aaja rate ko hisab milaaidim ra baaki clear gara,rate,1,rate_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5243452f2b74,aaja rate ko hisab milaaidim ra baaki clear gara,rate,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5243452f2b74,aaja rate ko hisab milaaidim ra baaki clear gara,rate,3,RATE,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5278b2f2530c,Accounting staff asked about confirm settings in Ask MokXya,confirm,0,confirm,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5278b2f2530c,Accounting staff asked about confirm settings in Ask MokXya,confirm,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-53633a065f7f,check cap once before posting — context unclear,cap,0,cap,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-53633a065f7f,check cap once before posting — context unclear,cap,1,CAP,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-53633a065f7f,check cap once before posting — context unclear,cap,2,cap_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-53633a065f7f,check cap once before posting — context unclear,cap,3,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-53c17a74de1e,hijo ko thiyo entry check gara,thiyo,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-53c17a74de1e,hijo ko thiyo entry check gara,thiyo,1,Thiyo,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-53c17a74de1e,hijo ko thiyo entry check gara,thiyo,2,thiyo,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-541b1eca72db,grahak le phone bare sodheko cha,phone,0,phone,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-541b1eca72db,grahak le phone bare sodheko cha,phone,1,Phone,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-541b1eca72db,grahak le phone bare sodheko cha,phone,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-549fe04cbdc6,Do not mutate protected token ACC-SYN-100200-R052 inside the posting draft case 52 (synthetic account token),ACC-SYN-100200-R052,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-549fe04cbdc6,Do not mutate protected token ACC-SYN-100200-R052 inside the posting draft case 52 (synthetic account token),ACC-SYN-100200-R052,1,ACC-SYN-100200-R052,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-54bcf44818f5,Please update the bank field in the English settings panel,bank,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-54bcf44818f5,Please update the bank field in the English settings panel,bank,1,bank_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-54bcf44818f5,Please update the bank field in the English settings panel,bank,2,BANK,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-54bcf44818f5,Please update the bank field in the English settings panel,bank,3,bank,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5561235a8bef,Please update the mail field in the English settings panel,mail,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5561235a8bef,Please update the mail field in the English settings panel,mail,1,MAIL,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5561235a8bef,Please update the mail field in the English settings panel,mail,2,mail,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5561235a8bef,Please update the mail field in the English settings panel,mail,3,mail_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55a8a142a095,Please update the scan field in the English settings panel,scan,0,SCAN,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55a8a142a095,Please update the scan field in the English settings panel,scan,1,scan,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-55a8a142a095,Please update the scan field in the English settings panel,scan,2,scan_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55a8a142a095,Please update the scan field in the English settings panel,scan,3,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55af7032859d,Please update the code field in the English settings panel,code,0,code,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-55af7032859d,Please update the code field in the English settings panel,code,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55af7032859d,Please update the code field in the English settings panel,code,2,code_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55af7032859d,Please update the code field in the English settings panel,code,3,CODE,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55dab2fa123e,aaja bank hisab milaaidim please,bank,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-55dab2fa123e,aaja bank hisab milaaidim please,bank,1,bank,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-55dab2fa123e,aaja bank hisab milaaidim please,bank,2,Bank,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-56181563ea8e,Filter by monthly then print the ledger summary,monthly,0,monthly,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-56181563ea8e,Filter by monthly then print the ledger summary,monthly,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-561f83590619,branch ledger: godown entry ra bhayo baaki milaaune,godown,0,bhayo,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-561f83590619,branch ledger: godown entry ra bhayo baaki milaaune,godown,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-561f83590619,branch ledger: godown entry ra bhayo baaki milaaune,godown,2,godown,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-56a77202ddfd,check catalogue once before posting — context unclear,catalogue,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-56a77202ddfd,check catalogue once before posting — context unclear,catalogue,1,CATALOGUE,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-56a77202ddfd,check catalogue once before posting — context unclear,catalogue,2,catalogue,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-56a77202ddfd,check catalogue once before posting — context unclear,catalogue,3,catalogue_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-56d5d75810a4,bholi samma samma baaki clear garnu,samma,0,Samma,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-56d5d75810a4,bholi samma samma baaki clear garnu,samma,1,samma,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-56d5d75810a4,bholi samma samma baaki clear garnu,samma,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5715d8613280,aaja book ko hisab milaaidim ra baaki clear gara,book,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5715d8613280,aaja book ko hisab milaaidim ra baaki clear gara,book,1,book_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5715d8613280,aaja book ko hisab milaaidim ra baaki clear gara,book,2,book,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5715d8613280,aaja book ko hisab milaaidim ra baaki clear gara,book,3,BOOK,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-576d4426baa3,Do not mutate protected token PAN-A1B2C3D4E5-R060 inside the posting draft case 60 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R060,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-576d4426baa3,Do not mutate protected token PAN-A1B2C3D4E5-R060 inside the posting draft case 60 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R060,1,PAN-A1B2C3D4E5-R060,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-57a5402993ff,aaja policy ko hisab milaaidim ra baaki clear gara,policy,0,policy_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-57a5402993ff,aaja policy ko hisab milaaidim ra baaki clear gara,policy,1,POLICY,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-57a5402993ff,aaja policy ko hisab milaaidim ra baaki clear gara,policy,2,policy,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-57a5402993ff,aaja policy ko hisab milaaidim ra baaki clear gara,policy,3,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-57a61d9dd89c,alignment challenge 12: keep surface [﻿opening] intact (BOM prefix),﻿opening,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-57a61d9dd89c,alignment challenge 12: keep surface [﻿opening] intact (BOM prefix),﻿opening,1,﻿opening,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-57a646a13afb,Do not transliterate the word grandtotal in this English sentence,grandtotal,0,grandtotal,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-57a646a13afb,Do not transliterate the word grandtotal in this English sentence,grandtotal,1,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-57b9e8806b57,Create a draft kpi and leave it unposted,kpi,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-57b9e8806b57,Create a draft kpi and leave it unposted,kpi,1,kpi,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5810775177ce,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,0,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-5810775177ce,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,1,dekhau,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-5810775177ce,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,2,sales,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-581099787bae,aaja match ko hisab milaaidim ra baaki clear gara,match,0,match,ACCEPTABLE_PREFERRED,,Original surface matches the natural form used in the input sentence; accept as-is. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:acceptable_matching_span_to_preferred
V3R-581099787bae,aaja match ko hisab milaaidim ra baaki clear gara,match,1,match_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-581099787bae,aaja match ko hisab milaaidim ra baaki clear gara,match,2,NONE_ACCEPTABLE,INCORRECT,,Original surface is fine; NONE_ACCEPTABLE would over-reject a valid form. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-581099787bae,aaja match ko hisab milaaidim ra baaki clear gara,match,3,MATCH,INCORRECT,,UI field labels follow the original casing convention; do not change case. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-582da26236ff,check agenda once before posting — context unclear,agenda,0,agenda_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
